county,precinct,office,district,party,candidate,votes,failsafe_provisional,failsafe,absentee_by_mail,election_day,in-person_absentee,provisional
Greenwood,Greenwood Mill,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,9,0,0,3,6,0,0
Greenwood,Stonewood,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,16,0,0,2,14,0,0
Greenwood,Mimosa Crest,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,18,0,0,3,11,4,0
Greenwood,Lower Lake,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,14,0,0,9,5,0,0
Greenwood,Pinecrest,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,21,0,0,2,19,0,0
Greenwood,Maxwellton Pike,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,6,0,0,1,5,0,0
Greenwood,New Castle,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,21,0,0,4,13,4,0
Greenwood,Rutherford Shoals,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,15,0,0,0,15,0,0
Greenwood,Liberty,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,36,0,0,3,31,2,0
Greenwood,Biltmore Pines,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,22,0,0,7,14,1,0
Greenwood,Marshall Oaks,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,25,0,0,3,21,1,0
Greenwood,Sparrows Grace,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,8,0,0,2,4,2,0
Greenwood,Mountain Laurel,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,12,0,0,0,12,0,0
Greenwood,Allie's Crossing,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,18,0,0,0,18,0,0
Greenwood,Gideon's Way,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,54,0,0,1,50,3,0
Greenwood,Parson's Mill,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,21,0,0,3,18,0,0
Greenwood,Angel Oak's Crossing,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,32,0,0,8,22,2,0
Greenwood,Graham's Glen,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,19,0,0,3,15,1,0
Greenwood,Failsafe,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,6,0,6,0,0,0,0
Greenwood,Provisional,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,0,0,0,0,0,0,0
Greenwood,Failsafe Provisional,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,2,2,0,0,0,0,0
Greenwood,Loblolly Pines,"State Senate, District 10",10,REP,Billy Garrett,24,0,0,2,16,6,0
Greenwood,Bee's Ferry,"State Senate, District 10",10,REP,Billy Garrett,11,0,0,0,9,2,0
Greenwood,Levi's Knoll,"State Senate, District 10",10,REP,Billy Garrett,118,0,0,8,99,11,0
Greenwood,Grandiflora Glen,"State Senate, District 10",10,REP,Billy Garrett,95,0,0,19,69,7,0
Greenwood,Ashley River Run,"State Senate, District 10",10,REP,Billy Garrett,2,0,0,1,0,1,0
Greenwood,Hope's Ferry,"State Senate, District 10",10,REP,Billy Garrett,55,0,0,6,44,5,0
Greenwood,Fairhope Ferry,"State Senate, District 10",10,REP,Billy Garrett,71,0,0,9,54,8,0
Greenwood,Pebble Stone Way,"State Senate, District 10",10,REP,Billy Garrett,87,0,0,23,56,8,0
Greenwood,Laco,"State Senate, District 10",10,REP,Billy Garrett,112,0,0,18,84,10,0
Greenwood,Ninety Six,"State Senate, District 10",10,REP,Billy Garrett,75,0,0,4,65,6,0
Greenwood,Ninety Six Mill,"State Senate, District 10",10,REP,Billy Garrett,82,0,0,5,73,4,0
Greenwood,Ware Shoals,"State Senate, District 10",10,REP,Billy Garrett,34,0,0,4,30,0,0
Greenwood,Cokesbury,"State Senate, District 10",10,REP,Billy Garrett,91,0,0,8,82,1,0
Greenwood,Coronaca,"State Senate, District 10",10,REP,Billy Garrett,209,0,0,25,169,15,0
Greenwood,Greenwood High,"State Senate, District 10",10,REP,Billy Garrett,142,0,0,28,99,15,0
Greenwood,Georgetown,"State Senate, District 10",10,REP,Billy Garrett,141,0,0,9,115,17,0
Greenwood,Sandridge,"State Senate, District 10",10,REP,Billy Garrett,63,0,0,3,58,2,0
Greenwood,Callison,"State Senate, District 10",10,REP,Billy Garrett,104,0,0,14,85,5,0
Greenwood,Bradley,"State Senate, District 10",10,REP,Billy Garrett,24,0,0,0,24,0,0
Greenwood,Troy,"State Senate, District 10",10,REP,Billy Garrett,32,0,0,0,32,0,0
Greenwood,Epworth,"State Senate, District 10",10,REP,Billy Garrett,97,0,0,9,87,1,0
Greenwood,Verdery,"State Senate, District 10",10,REP,Billy Garrett,85,0,0,2,77,6,0
Greenwood,New Market,"State Senate, District 10",10,REP,Billy Garrett,69,0,0,10,55,4,0
Greenwood,Emerald,"State Senate, District 10",10,REP,Billy Garrett,32,0,0,3,27,2,0
Greenwood,Airport,"State Senate, District 10",10,REP,Billy Garrett,179,0,0,36,138,5,0
Greenwood,Civic Center,"State Senate, District 10",10,REP,Billy Garrett,101,0,0,17,78,6,0
Greenwood,Riley,"State Senate, District 10",10,REP,Billy Garrett,39,0,0,0,39,0,0
Greenwood,Stonewood,"State Senate, District 10",10,REP,Billy Garrett,138,0,0,28,103,7,0
Greenwood,Mimosa Crest,"State Senate, District 10",10,REP,Billy Garrett,107,0,0,24,70,13,0
Greenwood,Lower Lake,"State Senate, District 10",10,REP,Billy Garrett,180,0,0,32,138,10,0
Greenwood,Pinecrest,"State Senate, District 10",10,REP,Billy Garrett,117,0,0,20,87,10,0
Greenwood,Maxwellton Pike,"State Senate, District 10",10,REP,Billy Garrett,25,0,0,3,17,5,0
Greenwood,New Castle,"State Senate, District 10",10,REP,Billy Garrett,176,0,0,23,139,14,0
Greenwood,Rutherford Shoals,"State Senate, District 10",10,REP,Billy Garrett,86,0,0,5,75,6,0
Greenwood,Liberty,"State Senate, District 10",10,REP,Billy Garrett,67,0,0,11,54,2,0
Greenwood,Biltmore Pines,"State Senate, District 10",10,REP,Billy Garrett,1,0,0,0,1,0,0
Greenwood,Marshall Oaks,"State Senate, District 10",10,REP,Billy Garrett,26,0,0,3,22,1,0
Greenwood,Mountain Laurel,"State Senate, District 10",10,REP,Billy Garrett,54,0,0,3,51,0,0
Greenwood,Allie's Crossing,"State Senate, District 10",10,REP,Billy Garrett,81,0,0,5,66,10,0
Greenwood,Gideon's Way,"State Senate, District 10",10,REP,Billy Garrett,57,0,0,19,36,2,0
Greenwood,Parson's Mill,"State Senate, District 10",10,REP,Billy Garrett,103,0,0,24,65,14,0
Greenwood,Angel Oak's Crossing,"State Senate, District 10",10,REP,Billy Garrett,65,0,0,3,53,9,0
Greenwood,Graham's Glen,"State Senate, District 10",10,REP,Billy Garrett,88,0,0,8,75,5,0
Greenwood,Failsafe,"State Senate, District 10",10,REP,Billy Garrett,11,0,11,0,0,0,0
Greenwood,Provisional,"State Senate, District 10",10,REP,Billy Garrett,4,0,0,0,0,0,4
Greenwood,Failsafe Provisional,"State Senate, District 10",10,REP,Billy Garrett,0,0,0,0,0,0,0
Greenwood,Loblolly Pines,"State Senate, District 10",10,REP,Bryan Hope,12,0,0,2,9,1,0
Greenwood,Bee's Ferry,"State Senate, District 10",10,REP,Bryan Hope,8,0,0,1,7,0,0
Greenwood,Levi's Knoll,"State Senate, District 10",10,REP,Bryan Hope,89,0,0,7,74,8,0
Greenwood,Grandiflora Glen,"State Senate, District 10",10,REP,Bryan Hope,82,0,0,6,71,5,0
Greenwood,Ashley River Run,"State Senate, District 10",10,REP,Bryan Hope,2,0,0,0,0,2,0
Greenwood,Hope's Ferry,"State Senate, District 10",10,REP,Bryan Hope,39,0,0,0,35,4,0
Greenwood,Fairhope Ferry,"State Senate, District 10",10,REP,Bryan Hope,35,0,0,1,29,5,0
Greenwood,Pebble Stone Way,"State Senate, District 10",10,REP,Bryan Hope,55,0,0,13,39,3,0
Greenwood,Laco,"State Senate, District 10",10,REP,Bryan Hope,126,0,0,2,108,16,0
Greenwood,Ninety Six,"State Senate, District 10",10,REP,Bryan Hope,136,0,0,14,112,10,0
Greenwood,Ninety Six Mill,"State Senate, District 10",10,REP,Bryan Hope,193,0,0,13,172,8,0
Greenwood,Ware Shoals,"State Senate, District 10",10,REP,Bryan Hope,33,0,0,2,31,0,0
Greenwood,Cokesbury,"State Senate, District 10",10,REP,Bryan Hope,56,0,0,4,51,1,0
Greenwood,Coronaca,"State Senate, District 10",10,REP,Bryan Hope,145,0,0,15,123,7,0
Greenwood,Greenwood High,"State Senate, District 10",10,REP,Bryan Hope,86,0,0,8,68,10,0
Greenwood,Georgetown,"State Senate, District 10",10,REP,Bryan Hope,80,0,0,7,59,14,0
Greenwood,Sandridge,"State Senate, District 10",10,REP,Bryan Hope,132,0,0,9,120,3,0
Greenwood,Callison,"State Senate, District 10",10,REP,Bryan Hope,112,0,0,5,104,3,0
Greenwood,Bradley,"State Senate, District 10",10,REP,Bryan Hope,34,0,0,0,33,1,0
Greenwood,Troy,"State Senate, District 10",10,REP,Bryan Hope,15,0,0,0,15,0,0
Greenwood,Epworth,"State Senate, District 10",10,REP,Bryan Hope,101,0,0,7,90,4,0
Greenwood,Verdery,"State Senate, District 10",10,REP,Bryan Hope,73,0,0,3,65,5,0
Greenwood,New Market,"State Senate, District 10",10,REP,Bryan Hope,93,0,0,6,85,2,0
Greenwood,Emerald,"State Senate, District 10",10,REP,Bryan Hope,17,0,0,1,16,0,0
Greenwood,Airport,"State Senate, District 10",10,REP,Bryan Hope,103,0,0,18,81,4,0
Greenwood,Civic Center,"State Senate, District 10",10,REP,Bryan Hope,82,0,0,3,78,1,0
Greenwood,Riley,"State Senate, District 10",10,REP,Bryan Hope,23,0,0,4,19,0,0
Greenwood,Stonewood,"State Senate, District 10",10,REP,Bryan Hope,150,0,0,16,127,7,0
Greenwood,Mimosa Crest,"State Senate, District 10",10,REP,Bryan Hope,59,0,0,8,43,8,0
Greenwood,Lower Lake,"State Senate, District 10",10,REP,Bryan Hope,200,0,0,20,174,6,0
Greenwood,Pinecrest,"State Senate, District 10",10,REP,Bryan Hope,58,0,0,9,45,4,0
Greenwood,Maxwellton Pike,"State Senate, District 10",10,REP,Bryan Hope,12,0,0,5,7,0,0
Greenwood,New Castle,"State Senate, District 10",10,REP,Bryan Hope,103,0,0,12,83,8,0
Greenwood,Rutherford Shoals,"State Senate, District 10",10,REP,Bryan Hope,57,0,0,3,52,2,0
Greenwood,Liberty,"State Senate, District 10",10,REP,Bryan Hope,55,0,0,9,43,3,0
Greenwood,Biltmore Pines,"State Senate, District 10",10,REP,Bryan Hope,1,0,0,0,1,0,0
Greenwood,Marshall Oaks,"State Senate, District 10",10,REP,Bryan Hope,28,0,0,4,23,1,0
Greenwood,Mountain Laurel,"State Senate, District 10",10,REP,Bryan Hope,51,0,0,0,48,3,0
Greenwood,Allie's Crossing,"State Senate, District 10",10,REP,Bryan Hope,186,0,0,20,157,9,0
Greenwood,Gideon's Way,"State Senate, District 10",10,REP,Bryan Hope,42,0,0,6,29,7,0
Greenwood,Parson's Mill,"State Senate, District 10",10,REP,Bryan Hope,69,0,0,10,58,1,0
Greenwood,Angel Oak's Crossing,"State Senate, District 10",10,REP,Bryan Hope,51,0,0,3,44,4,0
Greenwood,Graham's Glen,"State Senate, District 10",10,REP,Bryan Hope,102,0,0,7,89,6,0
Greenwood,Failsafe,"State Senate, District 10",10,REP,Bryan Hope,16,0,16,0,0,0,0
Greenwood,Provisional,"State Senate, District 10",10,REP,Bryan Hope,1,0,0,0,0,0,1
Greenwood,Failsafe Provisional,"State Senate, District 10",10,REP,Bryan Hope,0,0,0,0,0,0,0
Greenwood,Loblolly Pines,Sheriff,,REP,Chad Cox,5,0,0,0,4,1,0
Greenwood,Bee's Ferry,Sheriff,,REP,Chad Cox,5,0,0,0,4,1,0
Greenwood,Levi's Knoll,Sheriff,,REP,Chad Cox,49,0,0,3,42,4,0
Greenwood,Grandiflora Glen,Sheriff,,REP,Chad Cox,26,0,0,7,19,0,0
Greenwood,Ashley River Run,Sheriff,,REP,Chad Cox,3,0,0,0,3,0,0
Greenwood,Hope's Ferry,Sheriff,,REP,Chad Cox,19,0,0,1,18,0,0
Greenwood,Fairhope Ferry,Sheriff,,REP,Chad Cox,28,0,0,2,23,3,0
Greenwood,Pebble Stone Way,Sheriff,,REP,Chad Cox,35,0,0,7,28,0,0
Greenwood,Glendale,Sheriff,,REP,Chad Cox,45,0,0,7,38,0,0
Greenwood,Harris,Sheriff,,REP,Chad Cox,45,0,0,5,36,4,0
Greenwood,Laco,Sheriff,,REP,Chad Cox,46,0,0,3,39,4,0
Greenwood,Ninety Six,Sheriff,,REP,Chad Cox,18,0,0,1,17,0,0
Greenwood,Ninety Six Mill,Sheriff,,REP,Chad Cox,44,0,0,6,35,3,0
Greenwood,Ware Shoals,Sheriff,,REP,Chad Cox,22,0,0,1,21,0,0
Greenwood,Hodges,Sheriff,,REP,Chad Cox,170,0,0,10,151,9,0
Greenwood,Cokesbury,Sheriff,,REP,Chad Cox,49,0,0,0,49,0,0
Greenwood,Coronaca,Sheriff,,REP,Chad Cox,84,0,0,5,74,5,0
Greenwood,Greenwood High,Sheriff,,REP,Chad Cox,34,0,0,3,29,2,0
Greenwood,Georgetown,Sheriff,,REP,Chad Cox,32,0,0,1,25,6,0
Greenwood,Sandridge,Sheriff,,REP,Chad Cox,33,0,0,1,32,0,0
Greenwood,Callison,Sheriff,,REP,Chad Cox,60,0,0,9,51,0,0
Greenwood,Bradley,Sheriff,,REP,Chad Cox,29,0,0,0,28,1,0
Greenwood,Troy,Sheriff,,REP,Chad Cox,16,0,0,0,16,0,0
Greenwood,Epworth,Sheriff,,REP,Chad Cox,39,0,0,0,37,2,0
Greenwood,Verdery,Sheriff,,REP,Chad Cox,40,0,0,3,35,2,0
Greenwood,New Market,Sheriff,,REP,Chad Cox,25,0,0,1,24,0,0
Greenwood,Emerald,Sheriff,,REP,Chad Cox,19,0,0,0,19,0,0
Greenwood,Airport,Sheriff,,REP,Chad Cox,73,0,0,14,57,2,0
Greenwood,Emerald High,Sheriff,,REP,Chad Cox,20,0,0,4,16,0,0
Greenwood,Civic Center,Sheriff,,REP,Chad Cox,55,0,0,4,50,1,0
Greenwood,Riley,Sheriff,,REP,Chad Cox,23,0,0,3,20,0,0
Greenwood,Shoals Junction,Sheriff,,REP,Chad Cox,30,0,0,0,30,0,0
Greenwood,Greenwood Mill,Sheriff,,REP,Chad Cox,45,0,0,12,31,2,0
Greenwood,Stonewood,Sheriff,,REP,Chad Cox,52,0,0,6,46,0,0
Greenwood,Mimosa Crest,Sheriff,,REP,Chad Cox,46,0,0,11,30,5,0
Greenwood,Lower Lake,Sheriff,,REP,Chad Cox,48,0,0,8,37,3,0
Greenwood,Pinecrest,Sheriff,,REP,Chad Cox,32,0,0,3,29,0,0
Greenwood,Maxwellton Pike,Sheriff,,REP,Chad Cox,62,0,0,2,59,1,0
Greenwood,New Castle,Sheriff,,REP,Chad Cox,70,0,0,5,60,5,0
Greenwood,Rutherford Shoals,Sheriff,,REP,Chad Cox,48,0,0,1,44,3,0
Greenwood,Liberty,Sheriff,,REP,Chad Cox,40,0,0,2,35,3,0
Greenwood,Biltmore Pines,Sheriff,,REP,Chad Cox,48,0,0,3,41,4,0
Greenwood,Marshall Oaks,Sheriff,,REP,Chad Cox,11,0,0,0,10,1,0
Greenwood,Sparrows Grace,Sheriff,,REP,Chad Cox,81,0,0,14,67,0,0
Greenwood,Mountain Laurel,Sheriff,,REP,Chad Cox,22,0,0,0,21,1,0
Greenwood,Allie's Crossing,Sheriff,,REP,Chad Cox,18,0,0,0,17,1,0
Greenwood,Gideon's Way,Sheriff,,REP,Chad Cox,23,0,0,6,15,2,0
Greenwood,Parson's Mill,Sheriff,,REP,Chad Cox,42,0,0,7,34,1,0
Greenwood,Angel Oak's Crossing,Sheriff,,REP,Chad Cox,51,0,0,2,44,5,0
Greenwood,Graham's Glen,Sheriff,,REP,Chad Cox,40,0,0,4,33,3,0
Greenwood,Failsafe,Sheriff,,REP,Chad Cox,9,0,9,0,0,0,0
Greenwood,Provisional,Sheriff,,REP,Chad Cox,1,0,0,0,0,0,1
Greenwood,Failsafe Provisional,Sheriff,,REP,Chad Cox,2,2,0,0,0,0,0
Greenwood,Loblolly Pines,Sheriff,,REP,Jonathan Matthew Emery,6,0,0,0,6,0,0
Greenwood,Bee's Ferry,Sheriff,,REP,Jonathan Matthew Emery,4,0,0,0,4,0,0
Greenwood,Levi's Knoll,Sheriff,,REP,Jonathan Matthew Emery,40,0,0,2,34,4,0
Greenwood,Grandiflora Glen,Sheriff,,REP,Jonathan Matthew Emery,28,0,0,3,25,0,0
Greenwood,Ashley River Run,Sheriff,,REP,Jonathan Matthew Emery,5,0,0,0,5,0,0
Greenwood,Hope's Ferry,Sheriff,,REP,Jonathan Matthew Emery,24,0,0,0,23,1,0
Greenwood,Fairhope Ferry,Sheriff,,REP,Jonathan Matthew Emery,23,0,0,2,20,1,0
Greenwood,Pebble Stone Way,Sheriff,,REP,Jonathan Matthew Emery,9,0,0,2,7,0,0
Greenwood,Glendale,Sheriff,,REP,Jonathan Matthew Emery,17,0,0,3,14,0,0
Greenwood,Harris,Sheriff,,REP,Jonathan Matthew Emery,24,0,0,8,15,1,0
Greenwood,Laco,Sheriff,,REP,Jonathan Matthew Emery,27,0,0,0,25,2,0
Greenwood,Ninety Six,Sheriff,,REP,Jonathan Matthew Emery,24,0,0,2,19,3,0
Greenwood,Ninety Six Mill,Sheriff,,REP,Jonathan Matthew Emery,38,0,0,0,37,1,0
Greenwood,Ware Shoals,Sheriff,,REP,Jonathan Matthew Emery,6,0,0,0,6,0,0
Greenwood,Hodges,Sheriff,,REP,Jonathan Matthew Emery,41,0,0,2,37,2,0
Greenwood,Cokesbury,Sheriff,,REP,Jonathan Matthew Emery,16,0,0,3,13,0,0
Greenwood,Coronaca,Sheriff,,REP,Jonathan Matthew Emery,34,0,0,3,31,0,0
Greenwood,Greenwood High,Sheriff,,REP,Jonathan Matthew Emery,36,0,0,4,29,3,0
Greenwood,Georgetown,Sheriff,,REP,Jonathan Matthew Emery,28,0,0,0,27,1,0
Greenwood,Sandridge,Sheriff,,REP,Jonathan Matthew Emery,21,0,0,0,20,1,0
Greenwood,Callison,Sheriff,,REP,Jonathan Matthew Emery,24,0,0,2,22,0,0
Greenwood,Bradley,Sheriff,,REP,Jonathan Matthew Emery,5,0,0,0,5,0,0
Greenwood,Troy,Sheriff,,REP,Jonathan Matthew Emery,2,0,0,0,2,0,0
Greenwood,Epworth,Sheriff,,REP,Jonathan Matthew Emery,18,0,0,0,18,0,0
Greenwood,Verdery,Sheriff,,REP,Jonathan Matthew Emery,21,0,0,0,21,0,0
Greenwood,New Market,Sheriff,,REP,Jonathan Matthew Emery,17,0,0,0,17,0,0
Greenwood,Emerald,Sheriff,,REP,Jonathan Matthew Emery,3,0,0,0,3,0,0
Greenwood,Airport,Sheriff,,REP,Jonathan Matthew Emery,40,0,0,6,31,3,0
Greenwood,Emerald High,Sheriff,,REP,Jonathan Matthew Emery,18,0,0,1,17,0,0
Greenwood,Civic Center,Sheriff,,REP,Jonathan Matthew Emery,32,0,0,0,31,1,0
Greenwood,Riley,Sheriff,,REP,Jonathan Matthew Emery,4,0,0,0,4,0,0
Greenwood,Shoals Junction,Sheriff,,REP,Jonathan Matthew Emery,3,0,0,0,1,2,0
Greenwood,Greenwood Mill,Sheriff,,REP,Jonathan Matthew Emery,34,0,0,3,30,1,0
Greenwood,Stonewood,Sheriff,,REP,Jonathan Matthew Emery,28,0,0,1,25,2,0
Greenwood,Mimosa Crest,Sheriff,,REP,Jonathan Matthew Emery,25,0,0,1,23,1,0
Greenwood,Lower Lake,Sheriff,,REP,Jonathan Matthew Emery,26,0,0,3,22,1,0
Greenwood,Pinecrest,Sheriff,,REP,Jonathan Matthew Emery,42,0,0,5,34,3,0
Greenwood,Maxwellton Pike,Sheriff,,REP,Jonathan Matthew Emery,24,0,0,0,23,1,0
Greenwood,New Castle,Sheriff,,REP,Jonathan Matthew Emery,33,0,0,5,26,2,0
Greenwood,Rutherford Shoals,Sheriff,,REP,Jonathan Matthew Emery,14,0,0,2,12,0,0
Greenwood,Liberty,Sheriff,,REP,Jonathan Matthew Emery,11,0,0,1,10,0,0
Greenwood,Biltmore Pines,Sheriff,,REP,Jonathan Matthew Emery,39,0,0,2,37,0,0
Greenwood,Marshall Oaks,Sheriff,,REP,Jonathan Matthew Emery,11,0,0,1,10,0,0
Greenwood,Sparrows Grace,Sheriff,,REP,Jonathan Matthew Emery,68,0,0,5,59,4,0
Greenwood,Mountain Laurel,Sheriff,,REP,Jonathan Matthew Emery,17,0,0,0,17,0,0
Greenwood,Allie's Crossing,Sheriff,,REP,Jonathan Matthew Emery,36,0,0,0,35,1,0
Greenwood,Gideon's Way,Sheriff,,REP,Jonathan Matthew Emery,20,0,0,2,17,1,0
Greenwood,Parson's Mill,Sheriff,,REP,Jonathan Matthew Emery,32,0,0,4,28,0,0
Greenwood,Angel Oak's Crossing,Sheriff,,REP,Jonathan Matthew Emery,38,0,0,4,31,3,0
Greenwood,Graham's Glen,Sheriff,,REP,Jonathan Matthew Emery,29,0,0,0,25,4,0
Greenwood,Failsafe,Sheriff,,REP,Jonathan Matthew Emery,5,0,5,0,0,0,0
Greenwood,Provisional,Sheriff,,REP,Jonathan Matthew Emery,2,0,0,0,0,0,2
Greenwood,Failsafe Provisional,Sheriff,,REP,Jonathan Matthew Emery,3,3,0,0,0,0,0
Greenwood,Loblolly Pines,Sheriff,,REP,Dennis Kelly,20,0,0,4,12,4,0
Greenwood,Bee's Ferry,Sheriff,,REP,Dennis Kelly,7,0,0,1,5,1,0
Greenwood,Levi's Knoll,Sheriff,,REP,Dennis Kelly,97,0,0,6,80,11,0
Greenwood,Grandiflora Glen,Sheriff,,REP,Dennis Kelly,93,0,0,13,71,9,0
Greenwood,Ashley River Run,Sheriff,,REP,Dennis Kelly,14,0,0,0,12,2,0
Greenwood,Hope's Ferry,Sheriff,,REP,Dennis Kelly,42,0,0,6,28,8,0
Greenwood,Fairhope Ferry,Sheriff,,REP,Dennis Kelly,46,0,0,6,32,8,0
Greenwood,Pebble Stone Way,Sheriff,,REP,Dennis Kelly,84,0,0,24,53,7,0
Greenwood,Glendale,Sheriff,,REP,Dennis Kelly,126,0,0,26,96,4,0
Greenwood,Harris,Sheriff,,REP,Dennis Kelly,86,0,0,11,65,10,0
Greenwood,Laco,Sheriff,,REP,Dennis Kelly,120,0,0,10,96,14,0
Greenwood,Ninety Six,Sheriff,,REP,Dennis Kelly,159,0,0,15,133,11,0
Greenwood,Ninety Six Mill,Sheriff,,REP,Dennis Kelly,165,0,0,10,147,8,0
Greenwood,Ware Shoals,Sheriff,,REP,Dennis Kelly,28,0,0,5,23,0,0
Greenwood,Hodges,Sheriff,,REP,Dennis Kelly,130,0,0,17,109,4,0
Greenwood,Cokesbury,Sheriff,,REP,Dennis Kelly,82,0,0,11,69,2,0
Greenwood,Coronaca,Sheriff,,REP,Dennis Kelly,197,0,0,29,151,17,0
Greenwood,Greenwood High,Sheriff,,REP,Dennis Kelly,112,0,0,22,77,13,0
Greenwood,Georgetown,Sheriff,,REP,Dennis Kelly,136,0,0,16,97,23,0
Greenwood,Sandridge,Sheriff,,REP,Dennis Kelly,130,0,0,11,115,4,0
Greenwood,Callison,Sheriff,,REP,Dennis Kelly,95,0,0,6,86,3,0
Greenwood,Bradley,Sheriff,,REP,Dennis Kelly,19,0,0,0,19,0,0
Greenwood,Troy,Sheriff,,REP,Dennis Kelly,25,0,0,0,25,0,0
Greenwood,Epworth,Sheriff,,REP,Dennis Kelly,115,0,0,10,102,3,0
Greenwood,Verdery,Sheriff,,REP,Dennis Kelly,83,0,0,2,74,7,0
Greenwood,New Market,Sheriff,,REP,Dennis Kelly,101,0,0,15,80,6,0
Greenwood,Emerald,Sheriff,,REP,Dennis Kelly,21,0,0,1,18,2,0
Greenwood,Airport,Sheriff,,REP,Dennis Kelly,142,0,0,26,113,3,0
Greenwood,Emerald High,Sheriff,,REP,Dennis Kelly,86,0,0,24,58,4,0
Greenwood,Civic Center,Sheriff,,REP,Dennis Kelly,64,0,0,9,51,4,0
Greenwood,Riley,Sheriff,,REP,Dennis Kelly,31,0,0,1,30,0,0
Greenwood,Shoals Junction,Sheriff,,REP,Dennis Kelly,41,0,0,1,40,0,0
Greenwood,Greenwood Mill,Sheriff,,REP,Dennis Kelly,119,0,0,17,91,11,0
Greenwood,Stonewood,Sheriff,,REP,Dennis Kelly,169,0,0,31,129,9,0
Greenwood,Mimosa Crest,Sheriff,,REP,Dennis Kelly,72,0,0,15,45,12,0
Greenwood,Lower Lake,Sheriff,,REP,Dennis Kelly,270,0,0,37,226,7,0
Greenwood,Pinecrest,Sheriff,,REP,Dennis Kelly,80,0,0,15,54,11,0
Greenwood,Maxwellton Pike,Sheriff,,REP,Dennis Kelly,129,0,0,22,96,11,0
Greenwood,New Castle,Sheriff,,REP,Dennis Kelly,143,0,0,20,108,15,0
Greenwood,Rutherford Shoals,Sheriff,,REP,Dennis Kelly,66,0,0,2,60,4,0
Greenwood,Liberty,Sheriff,,REP,Dennis Kelly,53,0,0,14,38,1,0
Greenwood,Biltmore Pines,Sheriff,,REP,Dennis Kelly,129,0,0,15,103,11,0
Greenwood,Marshall Oaks,Sheriff,,REP,Dennis Kelly,28,0,0,3,24,1,0
Greenwood,Sparrows Grace,Sheriff,,REP,Dennis Kelly,195,0,0,12,167,16,0
Greenwood,Mountain Laurel,Sheriff,,REP,Dennis Kelly,49,0,0,1,46,2,0
Greenwood,Allie's Crossing,Sheriff,,REP,Dennis Kelly,189,0,0,20,155,14,0
Greenwood,Gideon's Way,Sheriff,,REP,Dennis Kelly,37,0,0,9,24,4,0
Greenwood,Parson's Mill,Sheriff,,REP,Dennis Kelly,71,0,0,14,47,10,0
Greenwood,Angel Oak's Crossing,Sheriff,,REP,Dennis Kelly,178,0,0,20,136,22,0
Greenwood,Graham's Glen,Sheriff,,REP,Dennis Kelly,105,0,0,11,91,3,0
Greenwood,Failsafe,Sheriff,,REP,Dennis Kelly,17,0,17,0,0,0,0
Greenwood,Provisional,Sheriff,,REP,Dennis Kelly,6,0,0,0,0,0,6
Greenwood,Failsafe Provisional,Sheriff,,REP,Dennis Kelly,9,9,0,0,0,0,0
Greenwood,Loblolly Pines,Sheriff,,REP,John Long,6,0,0,0,4,2,0
Greenwood,Bee's Ferry,Sheriff,,REP,John Long,7,0,0,0,6,1,0
Greenwood,Levi's Knoll,Sheriff,,REP,John Long,27,0,0,4,22,1,0
Greenwood,Grandiflora Glen,Sheriff,,REP,John Long,32,0,0,2,27,3,0
Greenwood,Ashley River Run,Sheriff,,REP,John Long,5,0,0,3,1,1,0
Greenwood,Hope's Ferry,Sheriff,,REP,John Long,12,0,0,0,12,0,0
Greenwood,Fairhope Ferry,Sheriff,,REP,John Long,20,0,0,3,16,1,0
Greenwood,Pebble Stone Way,Sheriff,,REP,John Long,19,0,0,5,10,4,0
Greenwood,Glendale,Sheriff,,REP,John Long,37,0,0,7,25,5,0
Greenwood,Harris,Sheriff,,REP,John Long,33,0,0,7,25,1,0
Greenwood,Laco,Sheriff,,REP,John Long,46,0,0,7,34,5,0
Greenwood,Ninety Six,Sheriff,,REP,John Long,12,0,0,0,10,2,0
Greenwood,Ninety Six Mill,Sheriff,,REP,John Long,27,0,0,1,26,0,0
Greenwood,Ware Shoals,Sheriff,,REP,John Long,10,0,0,0,10,0,0
Greenwood,Hodges,Sheriff,,REP,John Long,34,0,0,4,27,3,0
