county,precinct,office,district,party,candidate,votes,failsafe_provisional,failsafe,absentee_by_mail,election_day,in-person_absentee,provisional
Charleston,Failsafe,"State House of Representatives, District 115",115,DEM,Carol Tempel,1,0,1,0,0,0
Charleston,Provisional,"State House of Representatives, District 115",115,DEM,Carol Tempel,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 115",115,DEM,Carol Tempel,0,0,0,0,0,0
Charleston,Kiawah Island,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,67,0,0,42,25,0
Charleston,Town of Seabrook,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,86,0,0,65,21,0
Charleston,Folly Beach 1,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,147,0,0,46,98,3
Charleston,Folly Beach 2,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,141,0,0,45,95,1
Charleston,James Island 1A,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,72,0,0,30,40,2
Charleston,James Island 1B,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,6,0,0,2,2,2
Charleston,James Island 5A,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,38,0,0,15,23,0
Charleston,James Island 5B,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,22,0,0,15,7,0
Charleston,James Island 6,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,89,0,0,31,55,3
Charleston,James Island 7,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,80,0,0,40,39,1
Charleston,James Island 8A,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,133,0,0,99,32,2
Charleston,James Island 8B,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,63,0,0,27,33,3
Charleston,James Island 9,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,68,0,0,20,47,1
Charleston,James Island 10,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,59,0,0,23,35,1
Charleston,James Island 11,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,79,0,0,34,43,2
Charleston,James Island 12,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,58,0,0,28,30,0
Charleston,James Island 13,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,76,0,0,40,36,0
Charleston,James Island 14,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,30,0,0,7,23,0
Charleston,James Island 15,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,74,0,0,16,58,0
Charleston,James Island 17,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,60,0,0,19,40,1
Charleston,James Island 19,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,62,0,0,19,41,2
Charleston,James Island 20,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,68,0,0,18,47,3
Charleston,Failsafe,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 115",115,DEM,Spencer Wetmore,0,0,0,0,0,0
Charleston,Edisto Island,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,28,0,0,10,18,0
Charleston,Wadmalaw Island 1,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,28,0,0,5,21,2
Charleston,Wadmalaw Island 2,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,28,0,0,5,18,5
Charleston,Johns Island 1A,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,11,0,0,5,3,3
Charleston,Johns Island 1B,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,40,0,0,8,24,8
Charleston,Johns Island 3B,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,40,0,0,8,29,3
Charleston,St. Pauls 1,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,16,0,0,2,14,0
Charleston,St. Pauls 2A,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,13,0,0,1,12,0
Charleston,St. Pauls 2B,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,21,0,0,2,18,1
Charleston,St. Pauls 3,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,11,0,0,2,8,1
Charleston,St. Pauls 4,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,18,0,0,3,15,0
Charleston,St. Pauls 5,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,22,0,0,2,18,2
Charleston,St. Pauls 6,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,22,0,0,10,12,0
Charleston,St. Andrews 27,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,56,0,0,15,38,3
Charleston,St. Andrews 28,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,30,0,0,5,18,7
Charleston,Failsafe,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 116",116,DEM,Charles A Glover Sr,0,0,0,0,0,0
Charleston,Edisto Island,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,45,0,0,21,23,1
Charleston,Wadmalaw Island 1,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,34,0,0,9,21,4
Charleston,Wadmalaw Island 2,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,81,0,0,19,53,9
Charleston,Johns Island 1A,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,61,0,0,24,33,4
Charleston,Johns Island 1B,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,94,0,0,37,56,1
Charleston,Johns Island 3B,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,53,0,0,25,28,0
Charleston,St. Pauls 1,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,17,0,0,3,14,0
Charleston,St. Pauls 2A,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,21,0,0,3,16,2
Charleston,St. Pauls 2B,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,31,0,0,2,28,1
Charleston,St. Pauls 3,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,28,0,0,9,16,3
Charleston,St. Pauls 4,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,27,0,0,7,19,1
Charleston,St. Pauls 5,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,14,0,0,6,8,0
Charleston,St. Pauls 6,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,28,0,0,20,8,0
Charleston,St. Andrews 27,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,185,0,0,56,118,11
Charleston,St. Andrews 28,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,78,0,0,28,46,4
Charleston,Failsafe,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 116",116,DEM,Millicent Traeye Middleton,0,0,0,0,0,0
Charleston,Edisto Island,"State House of Representatives, District 116",116,DEM,Chardale Murray,233,0,0,110,119,4
Charleston,Wadmalaw Island 1,"State House of Representatives, District 116",116,DEM,Chardale Murray,106,0,0,30,67,9
Charleston,Wadmalaw Island 2,"State House of Representatives, District 116",116,DEM,Chardale Murray,151,0,0,40,95,16
Charleston,Johns Island 1A,"State House of Representatives, District 116",116,DEM,Chardale Murray,92,0,0,47,33,12
Charleston,Johns Island 1B,"State House of Representatives, District 116",116,DEM,Chardale Murray,147,0,0,60,70,17
Charleston,Johns Island 3B,"State House of Representatives, District 116",116,DEM,Chardale Murray,110,0,0,44,57,9
Charleston,St. Pauls 1,"State House of Representatives, District 116",116,DEM,Chardale Murray,177,0,0,19,157,1
Charleston,St. Pauls 2A,"State House of Representatives, District 116",116,DEM,Chardale Murray,104,0,0,28,69,7
Charleston,St. Pauls 2B,"State House of Representatives, District 116",116,DEM,Chardale Murray,251,0,0,58,183,10
Charleston,St. Pauls 3,"State House of Representatives, District 116",116,DEM,Chardale Murray,108,0,0,41,64,3
Charleston,St. Pauls 4,"State House of Representatives, District 116",116,DEM,Chardale Murray,385,0,0,54,307,24
Charleston,St. Pauls 5,"State House of Representatives, District 116",116,DEM,Chardale Murray,117,0,0,34,78,5
Charleston,St. Pauls 6,"State House of Representatives, District 116",116,DEM,Chardale Murray,146,0,0,39,103,4
Charleston,St. Andrews 27,"State House of Representatives, District 116",116,DEM,Chardale Murray,292,0,0,98,164,30
Charleston,St. Andrews 28,"State House of Representatives, District 116",116,DEM,Chardale Murray,121,0,0,37,67,17
Charleston,Failsafe,"State House of Representatives, District 116",116,DEM,Chardale Murray,1,0,1,0,0,0
Charleston,Provisional,"State House of Representatives, District 116",116,DEM,Chardale Murray,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 116",116,DEM,Chardale Murray,0,0,0,0,0,0
Charleston,Edisto Island,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,23,0,0,8,15,0
Charleston,Wadmalaw Island 1,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,34,0,0,13,19,2
Charleston,Wadmalaw Island 2,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,10,0,0,3,7,0
Charleston,Johns Island 1A,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,15,0,0,6,7,2
Charleston,Johns Island 1B,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,38,0,0,15,19,4
Charleston,Johns Island 3B,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,28,0,0,9,19,0
Charleston,St. Pauls 1,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,5,0,0,2,3,0
Charleston,St. Pauls 2A,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,7,0,0,1,5,1
Charleston,St. Pauls 2B,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,23,0,0,5,16,2
Charleston,St. Pauls 3,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,19,0,0,11,7,1
Charleston,St. Pauls 4,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,40,0,0,7,24,9
Charleston,St. Pauls 5,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,23,0,0,13,9,1
Charleston,St. Pauls 6,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,77,0,0,43,26,8
Charleston,St. Andrews 27,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,75,0,0,24,44,7
Charleston,St. Andrews 28,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,51,0,0,23,25,3
Charleston,Failsafe,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,2,0,2,0,0,0
Charleston,Provisional,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 116",116,DEM,John R Prioleau Sr,0,0,0,0,0,0
Charleston,Deer Park 1B,"State House of Representatives, District 94",94,REP,Gil Gatch,2,0,0,0,2,0
Charleston,Lincolnville,"State House of Representatives, District 94",94,REP,Gil Gatch,78,0,0,31,47,0
Charleston,Ladson,"State House of Representatives, District 94",94,REP,Gil Gatch,58,0,0,11,41,6
Charleston,Failsafe,"State House of Representatives, District 94",94,REP,Gil Gatch,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 94",94,REP,Gil Gatch,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 94",94,REP,Gil Gatch,0,0,0,0,0,0
Charleston,Deer Park 1B,"State House of Representatives, District 94",94,REP,Evan Guthrie,1,0,0,1,0,0
Charleston,Lincolnville,"State House of Representatives, District 94",94,REP,Evan Guthrie,48,0,0,18,27,3
Charleston,Ladson,"State House of Representatives, District 94",94,REP,Evan Guthrie,34,0,0,11,19,4
Charleston,Failsafe,"State House of Representatives, District 94",94,REP,Evan Guthrie,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 94",94,REP,Evan Guthrie,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 94",94,REP,Evan Guthrie,1,1,0,0,0,0
Charleston,Mt. Pleasant 26,"State House of Representatives, District 99",99,REP,David Herndon,2,0,0,0,2,0
Charleston,Mt. Pleasant 28,"State House of Representatives, District 99",99,REP,David Herndon,40,0,0,12,28,0
Charleston,Mt. Pleasant 29,"State House of Representatives, District 99",99,REP,David Herndon,18,0,0,4,13,1
Charleston,Mt. Pleasant 31,"State House of Representatives, District 99",99,REP,David Herndon,63,0,0,18,43,2
Charleston,Mt. Pleasant 32,"State House of Representatives, District 99",99,REP,David Herndon,134,0,0,26,108,0
Charleston,Mt. Pleasant 33,"State House of Representatives, District 99",99,REP,David Herndon,256,0,0,39,215,2
Charleston,Mt. Pleasant 35,"State House of Representatives, District 99",99,REP,David Herndon,73,0,0,13,60,0
Charleston,Failsafe,"State House of Representatives, District 99",99,REP,David Herndon,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 99",99,REP,David Herndon,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 99",99,REP,David Herndon,0,0,0,0,0,0
Charleston,Mt. Pleasant 26,"State House of Representatives, District 99",99,REP,Shawn Pinkston,0,0,0,0,0,0
Charleston,Mt. Pleasant 28,"State House of Representatives, District 99",99,REP,Shawn Pinkston,22,0,0,2,20,0
Charleston,Mt. Pleasant 29,"State House of Representatives, District 99",99,REP,Shawn Pinkston,4,0,0,0,4,0
Charleston,Mt. Pleasant 31,"State House of Representatives, District 99",99,REP,Shawn Pinkston,10,0,0,1,9,0
Charleston,Mt. Pleasant 32,"State House of Representatives, District 99",99,REP,Shawn Pinkston,56,0,0,10,46,0
Charleston,Mt. Pleasant 33,"State House of Representatives, District 99",99,REP,Shawn Pinkston,84,0,0,25,59,0
Charleston,Mt. Pleasant 35,"State House of Representatives, District 99",99,REP,Shawn Pinkston,29,0,0,11,18,0
Charleston,Failsafe,"State House of Representatives, District 99",99,REP,Shawn Pinkston,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 99",99,REP,Shawn Pinkston,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 99",99,REP,Shawn Pinkston,0,0,0,0,0,0
Charleston,Mt. Pleasant 26,"State House of Representatives, District 99",99,REP,Mark Smith,3,0,0,1,2,0
Charleston,Mt. Pleasant 28,"State House of Representatives, District 99",99,REP,Mark Smith,51,0,0,8,42,1
Charleston,Mt. Pleasant 29,"State House of Representatives, District 99",99,REP,Mark Smith,41,0,0,16,22,3
Charleston,Mt. Pleasant 31,"State House of Representatives, District 99",99,REP,Mark Smith,78,0,0,18,60,0
Charleston,Mt. Pleasant 32,"State House of Representatives, District 99",99,REP,Mark Smith,160,0,0,36,123,1
Charleston,Mt. Pleasant 33,"State House of Representatives, District 99",99,REP,Mark Smith,198,0,0,70,125,3
Charleston,Mt. Pleasant 35,"State House of Representatives, District 99",99,REP,Mark Smith,105,0,0,19,85,1
Charleston,Failsafe,"State House of Representatives, District 99",99,REP,Mark Smith,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 99",99,REP,Mark Smith,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 99",99,REP,Mark Smith,0,0,0,0,0,0
Charleston,Mt. Pleasant 26,"State House of Representatives, District 99",99,REP,Chris Staubes,1,0,0,0,1,0
Charleston,Mt. Pleasant 28,"State House of Representatives, District 99",99,REP,Chris Staubes,57,0,0,12,45,0
Charleston,Mt. Pleasant 29,"State House of Representatives, District 99",99,REP,Chris Staubes,12,0,0,4,8,0
Charleston,Mt. Pleasant 31,"State House of Representatives, District 99",99,REP,Chris Staubes,53,0,0,14,39,0
Charleston,Mt. Pleasant 32,"State House of Representatives, District 99",99,REP,Chris Staubes,103,0,0,17,86,0
Charleston,Mt. Pleasant 33,"State House of Representatives, District 99",99,REP,Chris Staubes,324,0,0,108,212,4
Charleston,Mt. Pleasant 35,"State House of Representatives, District 99",99,REP,Chris Staubes,83,0,0,11,70,2
Charleston,Failsafe,"State House of Representatives, District 99",99,REP,Chris Staubes,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 99",99,REP,Chris Staubes,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 99",99,REP,Chris Staubes,0,0,0,0,0,0
Charleston,Charleston 1,"State House of Representatives, District 110",110,REP,William Cogswell,193,0,0,69,123,1
Charleston,Charleston 2,"State House of Representatives, District 110",110,REP,William Cogswell,196,0,0,62,130,4
Charleston,Charleston 3,"State House of Representatives, District 110",110,REP,William Cogswell,160,0,0,46,111,3
Charleston,Charleston 4,"State House of Representatives, District 110",110,REP,William Cogswell,92,0,0,13,76,3
Charleston,Charleston 5,"State House of Representatives, District 110",110,REP,William Cogswell,96,0,0,29,65,2
Charleston,Charleston 6,"State House of Representatives, District 110",110,REP,William Cogswell,104,0,0,23,80,1
Charleston,Charleston 7,"State House of Representatives, District 110",110,REP,William Cogswell,84,0,0,31,52,1
Charleston,Charleston 9,"State House of Representatives, District 110",110,REP,William Cogswell,0,0,0,0,0,0
Charleston,Charleston 10,"State House of Representatives, District 110",110,REP,William Cogswell,3,0,0,1,2,0
Charleston,Charleston 11,"State House of Representatives, District 110",110,REP,William Cogswell,31,0,0,3,27,1
Charleston,Mt. Pleasant 1,"State House of Representatives, District 110",110,REP,William Cogswell,273,0,0,71,199,3
Charleston,Mt. Pleasant 2,"State House of Representatives, District 110",110,REP,William Cogswell,121,0,0,48,72,1
Charleston,Mt. Pleasant 3,"State House of Representatives, District 110",110,REP,William Cogswell,52,0,0,17,33,2
Charleston,Mt. Pleasant 4,"State House of Representatives, District 110",110,REP,William Cogswell,140,0,0,42,98,0
Charleston,Mt. Pleasant 5,"State House of Representatives, District 110",110,REP,William Cogswell,195,0,0,50,141,4
Charleston,Mt. Pleasant 6,"State House of Representatives, District 110",110,REP,William Cogswell,168,0,0,49,118,1
Charleston,Mt. Pleasant 13,"State House of Representatives, District 110",110,REP,William Cogswell,70,0,0,23,46,1
Charleston,Mt. Pleasant 14,"State House of Representatives, District 110",110,REP,William Cogswell,98,0,0,28,70,0
Charleston,Mt. Pleasant 15,"State House of Representatives, District 110",110,REP,William Cogswell,364,0,0,124,236,4
Charleston,Mt. Pleasant 16,"State House of Representatives, District 110",110,REP,William Cogswell,194,0,0,63,130,1
Charleston,Mt. Pleasant 17,"State House of Representatives, District 110",110,REP,William Cogswell,337,0,0,86,239,12
Charleston,Mt. Pleasant 18,"State House of Representatives, District 110",110,REP,William Cogswell,215,0,0,53,160,2
Charleston,Mt. Pleasant 27,"State House of Representatives, District 110",110,REP,William Cogswell,314,0,0,70,244,0
Charleston,Failsafe,"State House of Representatives, District 110",110,REP,William Cogswell,1,0,1,0,0,0
Charleston,Provisional,"State House of Representatives, District 110",110,REP,William Cogswell,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 110",110,REP,William Cogswell,0,0,0,0,0,0
Charleston,Charleston 1,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,24,0,0,5,18,1
Charleston,Charleston 2,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,13,0,0,2,11,0
Charleston,Charleston 3,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,33,0,0,3,30,0
Charleston,Charleston 4,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,28,0,0,8,20,0
Charleston,Charleston 5,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,21,0,0,1,20,0
Charleston,Charleston 6,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,34,0,0,5,28,1
Charleston,Charleston 7,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,28,0,0,0,28,0
Charleston,Charleston 9,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,1,0,0,0,1,0
Charleston,Charleston 10,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,13,0,0,0,13,0
Charleston,Charleston 11,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,13,0,0,1,12,0
Charleston,Mt. Pleasant 1,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,49,0,0,4,45,0
Charleston,Mt. Pleasant 2,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,41,0,0,5,36,0
Charleston,Mt. Pleasant 3,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,11,0,0,1,10,0
Charleston,Mt. Pleasant 4,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,48,0,0,4,43,1
Charleston,Mt. Pleasant 5,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,45,0,0,11,33,1
Charleston,Mt. Pleasant 6,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,57,0,0,7,50,0
Charleston,Mt. Pleasant 13,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,18,0,0,2,16,0
Charleston,Mt. Pleasant 14,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,49,0,0,5,43,1
Charleston,Mt. Pleasant 15,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,51,0,0,9,40,2
Charleston,Mt. Pleasant 16,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,32,0,0,6,25,1
Charleston,Mt. Pleasant 17,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,78,0,0,17,61,0
Charleston,Mt. Pleasant 18,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,75,0,0,4,66,5
Charleston,Mt. Pleasant 27,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,107,0,0,10,96,1
Charleston,Failsafe,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 110",110,REP,Rouzy Vafaie,0,0,0,0,0,0
Charleston,Isle Of Palms 1A,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,150,0,0,28,122,0
Charleston,Isle of Palms 1B,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,195,0,0,32,159,4
Charleston,Isle of Palms 1C,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,209,0,0,69,137,3
Charleston,Sullivans Island,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,146,0,0,20,124,2
Charleston,Mt. Pleasant 7,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,41,0,0,12,29,0
Charleston,Mt. Pleasant 8,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,64,0,0,18,43,3
Charleston,Mt. Pleasant 9,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,68,0,0,13,54,1
Charleston,Mt. Pleasant 10,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,71,0,0,20,49,2
Charleston,Mt. Pleasant 11,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,76,0,0,10,66,0
Charleston,Mt. Pleasant 12,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,106,0,0,24,82,0
Charleston,Mt. Pleasant 13,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,12,0,0,3,9,0
Charleston,Mt. Pleasant 19,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,79,0,0,10,66,3
Charleston,Mt. Pleasant 20,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,96,0,0,29,66,1
Charleston,Mt. Pleasant 21,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,100,0,0,47,52,1
Charleston,Mt. Pleasant 22,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,77,0,0,19,58,0
Charleston,Mt. Pleasant 23,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,81,0,0,10,70,1
Charleston,Mt. Pleasant 24,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,51,0,0,13,38,0
Charleston,Mt. Pleasant 25,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,71,0,0,37,34,0
Charleston,Mt. Pleasant 30,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,149,0,0,20,129,0
Charleston,Mt. Pleasant 31,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,12,0,0,2,10,0
Charleston,Mt. Pleasant 34,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,107,0,0,23,82,2
Charleston,Mt. Pleasant 35,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,195,0,0,26,168,1
Charleston,Mt. Pleasant 36,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,71,0,0,4,67,0
Charleston,Mt. Pleasant 37,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,119,0,0,28,91,0
Charleston,Mt. Pleasant 39,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,127,0,0,11,113,3
Charleston,Failsafe,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,0,0,0,0,0,0
Charleston,Provisional,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,0,0,0,0,0,0
Charleston,Failsafe Provisional,"State House of Representatives, District 112",112,REP,Ryan Buckhannon,0,0,0,0,0,0
Charleston,Isle Of Palms 1A,"State House of Representatives, District 112",112,REP,Joe Bustos,62,0,0,18,43,1
Charleston,Isle of Palms 1B,"State House of Representatives, District 112",112,REP,Joe Bustos,83,0,0,24,57,2
Charleston,Isle of Palms 1C,"State House of Representatives, District 112",112,REP,Joe Bustos,144,0,0,68,76,0
Charleston,Sullivans Island,"State House of Representatives, District 112",112,REP,Joe Bustos,151,0,0,36,113,2
Charleston,Mt. Pleasant 7,"State House of Representatives, District 112",112,REP,Joe Bustos,73,0,0,26,47,0
Charleston,Mt. Pleasant 8,"State House of Representatives, District 112",112,REP,Joe Bustos,94,0,0,27,64,3
Charleston,Mt. Pleasant 9,"State House of Representatives, District 112",112,REP,Joe Bustos,99,0,0,36,53,10
Charleston,Mt. Pleasant 10,"State House of Representatives, District 112",112,REP,Joe Bustos,109,0,0,31,78,0
Charleston,Mt. Pleasant 11,"State House of Representatives, District 112",112,REP,Joe Bustos,89,0,0,17,70,2
Charleston,Mt. Pleasant 12,"State House of Representatives, District 112",112,REP,Joe Bustos,154,0,0,57,97,0
Charleston,Mt. Pleasant 13,"State House of Representatives, District 112",112,REP,Joe Bustos,11,0,0,0,11,0
Charleston,Mt. Pleasant 19,"State House of Representatives, District 112",112,REP,Joe Bustos,115,0,0,27,87,1
Charleston,Mt. Pleasant 20,"State House of Representatives, District 112",112,REP,Joe Bustos,130,0,0,56,74,0
Charleston,Mt. Pleasant 21,"State House of Representatives, District 112",112,REP,Joe Bustos,158,0,0,88,68,2
Charleston,Mt. Pleasant 22,"State House of Representatives, District 112",112,REP,Joe Bustos,87,0,0,18,69,0
Charleston,Mt. Pleasant 23,"State House of Representatives, District 112",112,REP,Joe Bustos,91,0,0,16,74,1
Charleston,Mt. Pleasant 24,"State House of Representatives, District 112",112,REP,Joe Bustos,55,0,0,16,38,1
Charleston,Mt. Pleasant 25,"State House of Representatives, District 112",112,REP,Joe Bustos,118,0,0,39,76,3
Charleston,Mt. Pleasant 30,"State House of Representatives, District 112",112,REP,Joe Bustos,264,0,0,44,217,3
Charleston,Mt. Pleasant 31,"State House of Representatives, District 112",112,REP,Joe Bustos,5,0,0,2,3,0
Charleston,Mt. Pleasant 34,"State House of Representatives, District 112",112,REP,Joe Bustos,152,0,0,49,102,1
Charleston,Mt. Pleasant 35,"State House of Representatives, District 112",112,REP,Joe Bustos,200,0,0,43,157,0
Charleston,Mt. Pleasant 36,"State House of Representatives, District 112",112,REP,Joe Bustos,100,0,0,13,87,0
Charleston,Mt. Pleasant 37,"State House of Representatives, District 112",112,REP,Joe Bustos,222,0,0,53,167,2
