county,precinct,office,district,party,candidate,votes,failsafe,provisional,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,St. Andrews 20,Sheriff,,REP,Carl Ritchie,41,0,0,1,0,8,32
Charleston,St. Andrews 21,Sheriff,,REP,Carl Ritchie,13,0,0,0,0,1,12
Charleston,St. Andrews 22,Sheriff,,REP,Carl Ritchie,38,0,0,2,0,7,29
Charleston,St. Andrews 23,Sheriff,,REP,Carl Ritchie,11,0,0,2,0,4,5
Charleston,St. Andrews 24,Sheriff,,REP,Carl Ritchie,19,0,0,2,0,3,14
Charleston,St. Andrews 25,Sheriff,,REP,Carl Ritchie,17,0,0,4,0,6,7
Charleston,St. Andrews 26,Sheriff,,REP,Carl Ritchie,33,0,0,2,0,20,11
Charleston,St. Andrews 27,Sheriff,,REP,Carl Ritchie,56,0,0,5,0,15,36
Charleston,St. Andrews 28,Sheriff,,REP,Carl Ritchie,70,0,0,2,0,24,44
Charleston,St. Andrews 29,Sheriff,,REP,Carl Ritchie,63,0,0,5,0,14,44
Charleston,St. Andrews 30,Sheriff,,REP,Carl Ritchie,46,0,0,9,0,16,21
Charleston,St. Andrews 31,Sheriff,,REP,Carl Ritchie,17,0,0,1,0,8,8
Charleston,St. Andrews 32,Sheriff,,REP,Carl Ritchie,38,0,0,9,0,6,23
Charleston,St. Andrews 33,Sheriff,,REP,Carl Ritchie,52,0,0,3,0,21,28
Charleston,St. Andrews 34,Sheriff,,REP,Carl Ritchie,114,0,0,2,0,38,74
Charleston,St. Andrews 35,Sheriff,,REP,Carl Ritchie,59,0,0,0,0,17,42
Charleston,St. Andrews 36,Sheriff,,REP,Carl Ritchie,46,0,0,4,0,7,35
Charleston,St. Andrews 37,Sheriff,,REP,Carl Ritchie,166,0,0,6,0,56,104
Charleston,North Charleston 1,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,North Charleston 2,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,North Charleston 3,Sheriff,,REP,Carl Ritchie,37,0,0,0,0,10,27
Charleston,North Charleston 4,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,North Charleston 5,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,North Charleston 6,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,1,1
Charleston,North Charleston 7,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,0,2
Charleston,North Charleston 8,Sheriff,,REP,Carl Ritchie,5,0,0,0,0,2,3
Charleston,North Charleston 9,Sheriff,,REP,Carl Ritchie,19,0,0,0,0,6,13
Charleston,North Charleston 10,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,2,0
Charleston,North Charleston 11,Sheriff,,REP,Carl Ritchie,13,0,0,3,0,1,9
Charleston,North Charleston 12,Sheriff,,REP,Carl Ritchie,14,0,0,0,0,1,13
Charleston,North Charleston 13,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,North Charleston 14,Sheriff,,REP,Carl Ritchie,6,0,0,1,0,1,4
Charleston,North Charleston 15,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,North Charleston 16,Sheriff,,REP,Carl Ritchie,5,0,0,0,0,2,3
Charleston,North Charleston 17,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,North Charleston 18,Sheriff,,REP,Carl Ritchie,6,0,0,0,0,1,5
Charleston,North Charleston 19,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,North Charleston 20,Sheriff,,REP,Carl Ritchie,14,0,0,0,0,3,11
Charleston,North Charleston 21,Sheriff,,REP,Carl Ritchie,11,0,0,0,0,1,10
Charleston,North Charleston 22,Sheriff,,REP,Carl Ritchie,5,0,0,1,0,1,3
Charleston,North Charleston 23,Sheriff,,REP,Carl Ritchie,22,0,0,3,0,1,18
Charleston,North Charleston 24,Sheriff,,REP,Carl Ritchie,10,0,0,0,0,3,7
Charleston,North Charleston 25,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,North Charleston 26,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,0,2
Charleston,North Charleston 27,Sheriff,,REP,Carl Ritchie,9,0,0,0,0,1,8
Charleston,North Charleston 28,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,1,1
Charleston,North Charleston 29,Sheriff,,REP,Carl Ritchie,6,0,0,1,0,0,5
Charleston,North Charleston 30,Sheriff,,REP,Carl Ritchie,4,0,0,0,0,1,3
Charleston,Failsafe,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,Provisional,Sheriff,,REP,Carl Ritchie,6,0,6,0,0,0,0
Charleston,Failsafe Provisional,Sheriff,,REP,Carl Ritchie,4,0,0,0,4,0,0
