county,precinct,office,district,candidate,party,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Dorchester,King's Grant 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Newington 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,0,0,0,0,0,1
Dorchester,North Summerville 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,0,0,0,0,0,1
Dorchester,Ridgeville 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Tranquil 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,3,0,0,0,0,0,3
Dorchester,Tupperway 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Tranquil 3,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Bacons Bridge 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Coosaw 3,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,0,0,0,0,0,1
Dorchester,Cypress 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,3,0,0,0,0,2,1
Dorchester,Flowertown 3,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Oakbrook 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Windsor 2,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,3,0,0,0,0,2,1
Dorchester,Failsafe,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Provisional,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,1,0,0,1,0,0,0
Dorchester,Failsafe Provisional,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Dorchester,Rosinville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,2,0,0,0,0,2
Dorchester,St. George No. 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,1,0,0,0,0,4
Dorchester,St. George No. 1,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,1,0,0,0,0,4
Dorchester,Grover,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,0,0,0,0,1,1
Dorchester,Reevesville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,6,4,0,0,0,0,2
Dorchester,Harleyville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,1,0,0,0,0,1
Dorchester,Four Hole,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,2,0,0,0,0,6
Dorchester,Rosses,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,0,6
Dorchester,Ridgeville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,6,0,0,0,2,2
Dorchester,Givhans,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,4,0,0,0,1,5
Dorchester,Delemars,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,3,0,0,0,0,4
Dorchester,Saul Dam,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,0,0,0,0,1,3
Dorchester,Coastal,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,19,4,0,0,0,2,13
Dorchester,Trolley,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,4,0,0,0,0,11
Dorchester,Tranquil,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,4,0,0,0,1,7
Dorchester,Beech Hill,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,4,0,0,0,5,6
Dorchester,Flowertown,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,4,0,0,0,7,9
Dorchester,Knightsville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,5,0,0,0,1,11
Dorchester,Clemson,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,27,14,0,0,0,7,6
Dorchester,Germantown,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,5,0,0,0,1,5
Dorchester,Greenwave,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,1,0,0,0,2,10
Dorchester,Newington,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,18,8,0,0,0,1,9
Dorchester,Carolina,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,16,4,0,0,0,2,10
Dorchester,Dorchester,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,3,0,0,0,4,7
Dorchester,Archdale,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,6,0,0,0,6,8
Dorchester,Stallsville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,4,0,0,0,1,8
Dorchester,Indian Field,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,3,2,0,0,0,0,1
Dorchester,Spann,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,19,5,0,0,0,2,12
Dorchester,North Summerville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,1,0,0,0,1,2
Dorchester,Tupperway,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,3,0,0,0,1,8
Dorchester,Irongate,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,5,0,0,0,0,10
Dorchester,Greenhurst,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,2,0,0,0,2,7
Dorchester,Ashborough East,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,6,0,0,0,1,4
Dorchester,Ashborough West,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,1,0,0,0,3,1
Dorchester,Ashley River,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,35,8,0,0,0,4,23
Dorchester,Windsor,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,3,0,0,0,2,9
Dorchester,Bacons Bridge,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,29,10,0,0,0,3,16
Dorchester,Brandymill,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,4,0,0,0,2,9
Dorchester,Briarwood,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,9,3,0,0,0,0,6
Dorchester,Butternut,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,35,14,0,0,0,7,14
Dorchester,Central,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,9,0,0,0,0,2,7
Dorchester,Coosaw,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,45,20,0,0,0,10,15
Dorchester,Cypress,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,39,17,0,0,0,3,19
Dorchester,King's Grant,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,2,0,0,0,1,8
Dorchester,Lincoln,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,0,0,0,0,1,4
Dorchester,Miles/Jamison,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,21,8,0,0,0,9,4
Dorchester,Oakbrook,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,54,18,0,0,0,6,30
Dorchester,Patriot,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,3,0,0,0,3,7
Dorchester,Sawmill Branch,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,22,6,0,0,0,2,14
Dorchester,Coastal 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,19,5,0,0,0,3,11
Dorchester,Coastal 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,3,0,0,0,0,4
Dorchester,Archdale 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,5,0,0,0,3,5
Dorchester,Ashborough East 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,2,0,0,0,0,6
Dorchester,Ashborough West 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,4,0,0,0,2,14
Dorchester,Beech Hill 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,6,0,0,0,7,7
Dorchester,Brandymill 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,2,0,0,0,3,7
Dorchester,Briarwood 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,22,5,0,0,0,1,16
Dorchester,Briarwood 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,9,1,0,0,0,1,7
Dorchester,Central 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,21,5,0,0,0,2,14
Dorchester,Clemson 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,27,11,0,0,0,2,14
Dorchester,Clemson 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,5,0,0,0,2,7
Dorchester,Coosaw 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,30,9,0,0,0,11,10
Dorchester,Dorchester 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,5,0,0,0,4,8
Dorchester,Flowertown 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,5,0,0,0,4,8
Dorchester,Givhans 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,2,0,0,0,2,3
Dorchester,Indian Field 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,6,2,0,0,0,0,4
Dorchester,Irongate 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,0,0,0,0,2,5
Dorchester,Irongate 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,1,0,0,0,2,7
Dorchester,King's Grant 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,22,8,0,0,0,3,11
Dorchester,Newington 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,2,0,0,0,1,8
Dorchester,North Summerville 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,1,5
Dorchester,Ridgeville 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,0,0,0,0,1,3
Dorchester,Tranquil 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,27,3,0,0,0,1,23
Dorchester,Tupperway 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,5,0,0,0,2,8
Dorchester,Tranquil 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,2,0,0,0,3,8
Dorchester,Bacons Bridge 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,9,4,0,0,0,1,4
Dorchester,Coosaw 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,4,0,0,0,1,9
Dorchester,Cypress 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,2,0,0,0,3,10
Dorchester,Flowertown 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,25,9,0,0,0,5,11
Dorchester,Oakbrook 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,22,6,0,0,0,7,9
Dorchester,Windsor 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,2,4
Dorchester,Failsafe,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,0,0,0,0,0,0,0
Dorchester,Provisional,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,0,0,4,0,0,0
Dorchester,Failsafe Provisional,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,0,2,0,0,0,0
Dorchester,Rosinville,President,,Joseph R Biden | Kamala D Harris,DEM,469,203,0,0,0,109,157
Dorchester,St. George No. 2,President,,Joseph R Biden | Kamala D Harris,DEM,230,147,0,0,0,32,51
Dorchester,St. George No. 1,President,,Joseph R Biden | Kamala D Harris,DEM,426,258,0,0,0,76,92
Dorchester,Grover,President,,Joseph R Biden | Kamala D Harris,DEM,295,149,0,0,0,34,112
Dorchester,Reevesville,President,,Joseph R Biden | Kamala D Harris,DEM,336,131,0,0,0,40,165
Dorchester,Harleyville,President,,Joseph R Biden | Kamala D Harris,DEM,168,72,0,0,0,25,71
Dorchester,Four Hole,President,,Joseph R Biden | Kamala D Harris,DEM,347,126,0,0,0,76,145
Dorchester,Rosses,President,,Joseph R Biden | Kamala D Harris,DEM,277,115,0,0,0,50,112
Dorchester,Ridgeville,President,,Joseph R Biden | Kamala D Harris,DEM,251,100,0,0,0,41,110
Dorchester,Givhans,President,,Joseph R Biden | Kamala D Harris,DEM,250,99,0,0,0,73,78
Dorchester,Delemars,President,,Joseph R Biden | Kamala D Harris,DEM,377,117,0,0,0,94,166
Dorchester,Saul Dam,President,,Joseph R Biden | Kamala D Harris,DEM,112,40,0,0,0,50,22
Dorchester,Coastal,President,,Joseph R Biden | Kamala D Harris,DEM,504,213,0,0,0,107,184
Dorchester,Trolley,President,,Joseph R Biden | Kamala D Harris,DEM,409,145,0,0,0,91,173
Dorchester,Tranquil,President,,Joseph R Biden | Kamala D Harris,DEM,208,74,0,0,0,56,78
Dorchester,Beech Hill,President,,Joseph R Biden | Kamala D Harris,DEM,361,150,0,0,0,143,68
Dorchester,Flowertown,President,,Joseph R Biden | Kamala D Harris,DEM,672,280,0,0,0,289,103
Dorchester,Knightsville,President,,Joseph R Biden | Kamala D Harris,DEM,329,151,0,0,0,72,106
Dorchester,Clemson,President,,Joseph R Biden | Kamala D Harris,DEM,412,174,0,0,0,181,57
Dorchester,Germantown,President,,Joseph R Biden | Kamala D Harris,DEM,410,176,0,0,0,99,135
Dorchester,Greenwave,President,,Joseph R Biden | Kamala D Harris,DEM,361,137,0,0,0,100,124
Dorchester,Newington,President,,Joseph R Biden | Kamala D Harris,DEM,311,117,0,0,0,81,113
Dorchester,Carolina,President,,Joseph R Biden | Kamala D Harris,DEM,747,347,0,0,0,157,243
Dorchester,Dorchester,President,,Joseph R Biden | Kamala D Harris,DEM,354,164,0,0,0,89,101
Dorchester,Archdale,President,,Joseph R Biden | Kamala D Harris,DEM,413,203,0,0,0,131,79
Dorchester,Stallsville,President,,Joseph R Biden | Kamala D Harris,DEM,269,92,0,0,0,46,131
Dorchester,Indian Field,President,,Joseph R Biden | Kamala D Harris,DEM,305,179,0,0,0,41,85
Dorchester,Spann,President,,Joseph R Biden | Kamala D Harris,DEM,336,149,0,0,0,103,84
Dorchester,North Summerville,President,,Joseph R Biden | Kamala D Harris,DEM,141,63,0,0,0,40,38
Dorchester,Tupperway,President,,Joseph R Biden | Kamala D Harris,DEM,200,91,0,0,0,51,58
Dorchester,Irongate,President,,Joseph R Biden | Kamala D Harris,DEM,161,63,0,0,0,54,44
Dorchester,Greenhurst,President,,Joseph R Biden | Kamala D Harris,DEM,414,187,0,0,0,76,151
Dorchester,Ashborough East,President,,Joseph R Biden | Kamala D Harris,DEM,362,129,0,0,0,63,170
Dorchester,Ashborough West,President,,Joseph R Biden | Kamala D Harris,DEM,141,55,0,0,0,34,52
Dorchester,Ashley River,President,,Joseph R Biden | Kamala D Harris,DEM,846,411,0,0,0,208,227
Dorchester,Windsor,President,,Joseph R Biden | Kamala D Harris,DEM,408,181,0,0,0,81,146
Dorchester,Bacons Bridge,President,,Joseph R Biden | Kamala D Harris,DEM,767,357,0,0,0,215,195
Dorchester,Brandymill,President,,Joseph R Biden | Kamala D Harris,DEM,213,80,0,0,0,77,56
Dorchester,Briarwood,President,,Joseph R Biden | Kamala D Harris,DEM,384,168,0,0,0,63,153
Dorchester,Butternut,President,,Joseph R Biden | Kamala D Harris,DEM,630,307,0,0,0,158,165
Dorchester,Central,President,,Joseph R Biden | Kamala D Harris,DEM,388,165,0,0,0,100,123
Dorchester,Coosaw,President,,Joseph R Biden | Kamala D Harris,DEM,1040,503,0,0,0,298,239
Dorchester,Cypress,President,,Joseph R Biden | Kamala D Harris,DEM,878,453,0,0,0,208,217
Dorchester,King's Grant,President,,Joseph R Biden | Kamala D Harris,DEM,602,283,0,0,0,162,157
Dorchester,Lincoln,President,,Joseph R Biden | Kamala D Harris,DEM,648,251,0,0,0,108,289
Dorchester,Miles/Jamison,President,,Joseph R Biden | Kamala D Harris,DEM,638,267,0,0,0,217,154
Dorchester,Oakbrook,President,,Joseph R Biden | Kamala D Harris,DEM,1316,654,0,0,0,273,389
Dorchester,Patriot,President,,Joseph R Biden | Kamala D Harris,DEM,768,365,0,0,0,150,253
Dorchester,Sawmill Branch,President,,Joseph R Biden | Kamala D Harris,DEM,389,162,0,0,0,105,122
Dorchester,Coastal 2,President,,Joseph R Biden | Kamala D Harris,DEM,502,233,0,0,0,106,163
Dorchester,Coastal 3,President,,Joseph R Biden | Kamala D Harris,DEM,239,116,0,0,0,54,69
Dorchester,Archdale 2,President,,Joseph R Biden | Kamala D Harris,DEM,555,251,0,0,0,167,137
Dorchester,Ashborough East 2,President,,Joseph R Biden | Kamala D Harris,DEM,201,85,0,0,0,45,71
Dorchester,Ashborough West 2,President,,Joseph R Biden | Kamala D Harris,DEM,275,88,0,0,0,92,95
Dorchester,Beech Hill 2,President,,Joseph R Biden | Kamala D Harris,DEM,461,188,0,0,0,144,129
Dorchester,Brandymill 2,President,,Joseph R Biden | Kamala D Harris,DEM,429,178,0,0,0,98,153
Dorchester,Briarwood 2,President,,Joseph R Biden | Kamala D Harris,DEM,288,120,0,0,0,60,108
Dorchester,Briarwood 3,President,,Joseph R Biden | Kamala D Harris,DEM,179,72,0,0,0,57,50
Dorchester,Central 2,President,,Joseph R Biden | Kamala D Harris,DEM,448,177,0,0,0,78,193
Dorchester,Clemson 2,President,,Joseph R Biden | Kamala D Harris,DEM,692,320,0,0,0,152,220
Dorchester,Clemson 3,President,,Joseph R Biden | Kamala D Harris,DEM,433,212,0,0,0,101,120
Dorchester,Coosaw 2,President,,Joseph R Biden | Kamala D Harris,DEM,881,486,0,0,0,215,180
Dorchester,Dorchester 2,President,,Joseph R Biden | Kamala D Harris,DEM,293,158,0,0,0,74,61
Dorchester,Flowertown 2,President,,Joseph R Biden | Kamala D Harris,DEM,414,172,0,0,0,95,147
Dorchester,Givhans 2,President,,Joseph R Biden | Kamala D Harris,DEM,356,152,0,0,0,93,111
Dorchester,Indian Field 2,President,,Joseph R Biden | Kamala D Harris,DEM,363,210,0,0,0,74,79
Dorchester,Irongate 2,President,,Joseph R Biden | Kamala D Harris,DEM,126,29,0,0,0,39,58
Dorchester,Irongate 3,President,,Joseph R Biden | Kamala D Harris,DEM,151,56,0,0,0,42,53
Dorchester,King's Grant 2,President,,Joseph R Biden | Kamala D Harris,DEM,671,311,0,0,0,184,176
Dorchester,Newington 2,President,,Joseph R Biden | Kamala D Harris,DEM,176,69,0,0,0,53,54
Dorchester,North Summerville 2,President,,Joseph R Biden | Kamala D Harris,DEM,674,321,0,0,0,150,203
Dorchester,Ridgeville 2,President,,Joseph R Biden | Kamala D Harris,DEM,263,90,0,0,0,59,114
Dorchester,Tranquil 2,President,,Joseph R Biden | Kamala D Harris,DEM,504,216,0,0,0,85,203
Dorchester,Tupperway 2,President,,Joseph R Biden | Kamala D Harris,DEM,304,118,0,0,0,84,102
Dorchester,Tranquil 3,President,,Joseph R Biden | Kamala D Harris,DEM,439,192,0,0,0,79,168
Dorchester,Bacons Bridge 2,President,,Joseph R Biden | Kamala D Harris,DEM,267,126,0,0,0,91,50
Dorchester,Coosaw 3,President,,Joseph R Biden | Kamala D Harris,DEM,453,209,0,0,0,126,118
Dorchester,Cypress 2,President,,Joseph R Biden | Kamala D Harris,DEM,205,78,0,0,0,70,57
Dorchester,Flowertown 3,President,,Joseph R Biden | Kamala D Harris,DEM,440,221,0,0,0,121,98
Dorchester,Oakbrook 2,President,,Joseph R Biden | Kamala D Harris,DEM,431,209,0,0,0,106,116
Dorchester,Windsor 2,President,,Joseph R Biden | Kamala D Harris,DEM,358,171,0,0,0,61,126
Dorchester,Failsafe,President,,Joseph R Biden | Kamala D Harris,DEM,1,0,0,0,1,0,0
Dorchester,Provisional,President,,Joseph R Biden | Kamala D Harris,DEM,56,0,0,56,0,0,0
Dorchester,Failsafe Provisional,President,,Joseph R Biden | Kamala D Harris,DEM,23,0,23,0,0,0,0
Dorchester,Rosinville,U.S. Senate,,Bill Bledsoe,CON,14,6,0,0,0,0,8
Dorchester,St. George No. 2,U.S. Senate,,Bill Bledsoe,CON,4,1,0,0,0,0,3
Dorchester,St. George No. 1,U.S. Senate,,Bill Bledsoe,CON,19,5,0,0,0,3,11
Dorchester,Grover,U.S. Senate,,Bill Bledsoe,CON,16,5,0,0,0,0,11
Dorchester,Reevesville,U.S. Senate,,Bill Bledsoe,CON,10,2,0,0,0,0,8
Dorchester,Harleyville,U.S. Senate,,Bill Bledsoe,CON,12,2,0,0,0,0,10
Dorchester,Four Hole,U.S. Senate,,Bill Bledsoe,CON,13,2,0,0,0,0,11
Dorchester,Rosses,U.S. Senate,,Bill Bledsoe,CON,20,8,0,0,0,1,11
Dorchester,Ridgeville,U.S. Senate,,Bill Bledsoe,CON,15,1,0,0,0,1,13
Dorchester,Givhans,U.S. Senate,,Bill Bledsoe,CON,18,6,0,0,0,2,10
Dorchester,Delemars,U.S. Senate,,Bill Bledsoe,CON,4,2,0,0,0,1,1
Dorchester,Saul Dam,U.S. Senate,,Bill Bledsoe,CON,8,3,0,0,0,0,5
Dorchester,Coastal,U.S. Senate,,Bill Bledsoe,CON,15,6,0,0,0,2,7
Dorchester,Trolley,U.S. Senate,,Bill Bledsoe,CON,11,4,0,0,0,0,7
Dorchester,Tranquil,U.S. Senate,,Bill Bledsoe,CON,15,2,0,0,0,0,13
Dorchester,Beech Hill,U.S. Senate,,Bill Bledsoe,CON,9,2,0,0,0,2,5
Dorchester,Flowertown,U.S. Senate,,Bill Bledsoe,CON,20,6,0,0,0,1,13
Dorchester,Knightsville,U.S. Senate,,Bill Bledsoe,CON,22,5,0,0,0,3,14
Dorchester,Clemson,U.S. Senate,,Bill Bledsoe,CON,17,6,0,0,0,6,5
Dorchester,Germantown,U.S. Senate,,Bill Bledsoe,CON,16,2,0,0,0,1,13
Dorchester,Greenwave,U.S. Senate,,Bill Bledsoe,CON,20,9,0,0,0,1,10
Dorchester,Newington,U.S. Senate,,Bill Bledsoe,CON,15,2,0,0,0,0,13
Dorchester,Carolina,U.S. Senate,,Bill Bledsoe,CON,21,7,0,0,0,3,11
Dorchester,Dorchester,U.S. Senate,,Bill Bledsoe,CON,7,2,0,0,0,2,3
Dorchester,Archdale,U.S. Senate,,Bill Bledsoe,CON,16,5,0,0,0,3,8
Dorchester,Stallsville,U.S. Senate,,Bill Bledsoe,CON,13,3,0,0,0,0,10
Dorchester,Indian Field,U.S. Senate,,Bill Bledsoe,CON,7,1,0,0,0,1,5
Dorchester,Spann,U.S. Senate,,Bill Bledsoe,CON,20,4,0,0,0,0,16
Dorchester,North Summerville,U.S. Senate,,Bill Bledsoe,CON,7,2,0,0,0,1,4
Dorchester,Tupperway,U.S. Senate,,Bill Bledsoe,CON,13,3,0,0,0,2,8
Dorchester,Irongate,U.S. Senate,,Bill Bledsoe,CON,16,2,0,0,0,3,11
Dorchester,Greenhurst,U.S. Senate,,Bill Bledsoe,CON,22,8,0,0,0,1,13
Dorchester,Ashborough East,U.S. Senate,,Bill Bledsoe,CON,15,4,0,0,0,1,10
Dorchester,Ashborough West,U.S. Senate,,Bill Bledsoe,CON,9,2,0,0,0,3,4
Dorchester,Ashley River,U.S. Senate,,Bill Bledsoe,CON,29,9,0,0,0,2,18
Dorchester,Windsor,U.S. Senate,,Bill Bledsoe,CON,15,3,0,0,0,1,11
Dorchester,Bacons Bridge,U.S. Senate,,Bill Bledsoe,CON,25,6,0,0,0,3,16
Dorchester,Brandymill,U.S. Senate,,Bill Bledsoe,CON,7,2,0,0,0,1,4
Dorchester,Briarwood,U.S. Senate,,Bill Bledsoe,CON,16,1,0,0,0,1,14
Dorchester,Butternut,U.S. Senate,,Bill Bledsoe,CON,25,8,0,0,0,1,16
Dorchester,Central,U.S. Senate,,Bill Bledsoe,CON,23,7,0,0,0,3,13
Dorchester,Coosaw,U.S. Senate,,Bill Bledsoe,CON,27,10,0,0,0,2,15
Dorchester,Cypress,U.S. Senate,,Bill Bledsoe,CON,55,20,0,0,0,4,31
Dorchester,King's Grant,U.S. Senate,,Bill Bledsoe,CON,13,3,0,0,0,2,8
Dorchester,Lincoln,U.S. Senate,,Bill Bledsoe,CON,6,1,0,0,0,1,4
Dorchester,Miles/Jamison,U.S. Senate,,Bill Bledsoe,CON,22,9,0,0,0,3,10
Dorchester,Oakbrook,U.S. Senate,,Bill Bledsoe,CON,36,5,0,0,0,6,25
Dorchester,Patriot,U.S. Senate,,Bill Bledsoe,CON,18,4,0,0,0,0,14
Dorchester,Sawmill Branch,U.S. Senate,,Bill Bledsoe,CON,12,3,0,0,0,1,8
Dorchester,Coastal 2,U.S. Senate,,Bill Bledsoe,CON,19,4,0,0,0,1,14
Dorchester,Coastal 3,U.S. Senate,,Bill Bledsoe,CON,7,1,0,0,0,0,6
Dorchester,Archdale 2,U.S. Senate,,Bill Bledsoe,CON,15,6,0,0,0,1,8
Dorchester,Ashborough East 2,U.S. Senate,,Bill Bledsoe,CON,13,5,0,0,0,0,8
Dorchester,Ashborough West 2,U.S. Senate,,Bill Bledsoe,CON,33,8,0,0,0,3,22
Dorchester,Beech Hill 2,U.S. Senate,,Bill Bledsoe,CON,24,6,0,0,0,2,16
Dorchester,Brandymill 2,U.S. Senate,,Bill Bledsoe,CON,10,2,0,0,0,2,6
Dorchester,Briarwood 2,U.S. Senate,,Bill Bledsoe,CON,21,3,0,0,0,2,16
Dorchester,Briarwood 3,U.S. Senate,,Bill Bledsoe,CON,13,1,0,0,0,1,11
Dorchester,Central 2,U.S. Senate,,Bill Bledsoe,CON,30,7,0,0,0,0,23
Dorchester,Clemson 2,U.S. Senate,,Bill Bledsoe,CON,34,9,0,0,0,2,23
Dorchester,Clemson 3,U.S. Senate,,Bill Bledsoe,CON,38,10,0,0,0,4,24
Dorchester,Coosaw 2,U.S. Senate,,Bill Bledsoe,CON,27,10,0,0,0,4,13
Dorchester,Dorchester 2,U.S. Senate,,Bill Bledsoe,CON,4,1,0,0,0,0,3
Dorchester,Flowertown 2,U.S. Senate,,Bill Bledsoe,CON,24,6,0,0,0,1,17
Dorchester,Givhans 2,U.S. Senate,,Bill Bledsoe,CON,15,4,0,0,0,1,10
Dorchester,Indian Field 2,U.S. Senate,,Bill Bledsoe,CON,11,5,0,0,0,1,5
Dorchester,Irongate 2,U.S. Senate,,Bill Bledsoe,CON,8,3,0,0,0,1,4
Dorchester,Irongate 3,U.S. Senate,,Bill Bledsoe,CON,5,2,0,0,0,0,3
Dorchester,King's Grant 2,U.S. Senate,,Bill Bledsoe,CON,10,1,0,0,0,0,9
Dorchester,Newington 2,U.S. Senate,,Bill Bledsoe,CON,14,3,0,0,0,3,8
Dorchester,North Summerville 2,U.S. Senate,,Bill Bledsoe,CON,14,2,0,0,0,1,11
Dorchester,Ridgeville 2,U.S. Senate,,Bill Bledsoe,CON,3,1,0,0,0,0,2
Dorchester,Tranquil 2,U.S. Senate,,Bill Bledsoe,CON,26,6,0,0,0,0,20
Dorchester,Tupperway 2,U.S. Senate,,Bill Bledsoe,CON,16,7,0,0,0,4,5
Dorchester,Tranquil 3,U.S. Senate,,Bill Bledsoe,CON,14,5,0,0,0,2,7
Dorchester,Bacons Bridge 2,U.S. Senate,,Bill Bledsoe,CON,8,1,0,0,0,2,5
Dorchester,Coosaw 3,U.S. Senate,,Bill Bledsoe,CON,16,4,0,0,0,2,10
Dorchester,Cypress 2,U.S. Senate,,Bill Bledsoe,CON,26,7,0,0,0,3,16
Dorchester,Flowertown 3,U.S. Senate,,Bill Bledsoe,CON,11,4,0,0,0,0,7
