county,precinct,office,district,candidate,party,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Aiken,Failsafe,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Aiken,Provisional,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Aiken,Failsafe Provisional,President,,ALN Roque Rocky De La Fuente | Darcy G Richardson,ALN,0,0,0,0,0,0,0
Aiken,Aiken No. 1,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,2,0,0,0,2,7
Aiken,Aiken No. 2,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,6,4,0,0,0,0,2
Aiken,Aiken No. 3,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,1,0,0,0,1,2
Aiken,Aiken No. 4,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,2,0,0,0,0,0
Aiken,Aiken No. 5,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,1,0,0,0,2,9
Aiken,Aiken No. 6,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,4,0,0,0,2,8
Aiken,Bath,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,0,0,0,0,0,2
Aiken,Beech Island,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,1,0,0,0,1,6
Aiken,Belvedere No. 9,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,5,0,0,0,2,8
Aiken,Carolina Heights,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,1,5
Aiken,China Springs,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,5,0,0,0,0,5
Aiken,Clearwater,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,3,2,0,0,0,0,1
Aiken,College Acres,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,19,6,0,0,0,1,12
Aiken,Eureka,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,9,1,0,0,0,3,5
Aiken,Gloverville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,1,0,0,0,2,5
Aiken,Graniteville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,0,6
Aiken,Jackson,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,2,0,0,0,0,3
Aiken,Langley,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,0,0,0,0,0,8
Aiken,Lynwood,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,4,0,0,0,0,4
Aiken,Millbrook,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,7,0,0,0,2,11
Aiken,Monetta,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,3,0,0,0,0,8
Aiken,Montmorenci No. 22,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,16,3,0,0,0,3,10
Aiken,New Ellenton,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,16,3,0,0,0,0,13
Aiken,New Holland,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,8,1,0,0,0,0,7
Aiken,N. Augusta No. 25,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,3,0,0,0,1,7
Aiken,N. Augusta No. 26,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,3,0,0,0,1,13
Aiken,N. Augusta No. 27,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,5,0,0,0,0,12
Aiken,N. Augusta No. 28,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,3,0,0,0,0,11
Aiken,N. Augusta No. 29,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,30,10,0,0,0,3,17
Aiken,Oak Grove,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,16,4,0,0,0,0,12
Aiken,Perry,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,6,1,0,0,0,0,5
Aiken,Salley,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,3,0,0,0,0,0,3
Aiken,Shaws Fork,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,1,0,0,0,0,4
Aiken,Shiloh,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,4,0,0,0,0,9
Aiken,Six Points No. 35,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,3,0,0,0,3,5
Aiken,Tabernacle,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,2,0,0,0,0,3
Aiken,Talatha,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,4,0,0,0,0,7
Aiken,Vaucluse,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,23,4,0,0,0,1,18
Aiken,Wagener,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,3,0,0,0,3,6
Aiken,Ward,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,2,0,0,0,1,10
Aiken,Warrenville,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,2,0,0,0,1,11
Aiken,White Pond,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,1,0,0,0,0,0,1
Aiken,Windsor No. 43,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,3,0,0,0,0,9
Aiken,Belvedere No. 44,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,21,5,0,0,0,0,16
Aiken,Misty Lakes,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,2,0,0,0,4,11
Aiken,Six Points No. 46,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,4,0,0,0,0,0,4
Aiken,Aiken No. 47,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,3,0,0,0,2,5
Aiken,Hammond No. 48,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,0,0,0,0,0,10
Aiken,Willow Springs,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,2,0,0,0,0,10
Aiken,Breezy Hill,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,18,8,0,0,0,0,10
Aiken,Midland Valley No. 51,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,22,8,0,0,0,4,10
Aiken,Levels No. 52,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,19,4,0,0,0,0,15
Aiken,Hollow Creek,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,1,0,0,0,1,3
Aiken,N. Augusta No. 54,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,1,0,0,0,1,13
Aiken,N. Augusta No. 55,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,0,0,0,0,1,4
Aiken,Couchton,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,9,3,0,0,0,0,6
Aiken,Redds Branch,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,6,0,0,0,0,6
Aiken,Fox Creek No. 58,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,3,0,0,0,1,7
Aiken,Pine Forest,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,15,3,0,0,0,4,8
Aiken,Gem Lakes No. 60,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,1,5
Aiken,Silver Bluff,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,13,3,0,0,0,0,10
Aiken,Belvedere No. 62,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,5,0,0,0,0,0,5
Aiken,Ascauga Lake No. 63,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,3,0,0,0,0,4
Aiken,Cedar Creek No. 64,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,3,0,0,0,3,4
Aiken,Sleepy Hollow No. 65,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,4,0,0,0,3,7
Aiken,Hitchcock No. 66,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,1,0,0,0,2,7
Aiken,N. Augusta No. 67,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,7,0,0,0,2,8
Aiken,N. Augusta No. 68,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,25,5,0,0,0,4,16
Aiken,Anderson Pond No. 69,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,14,2,0,0,0,4,8
Aiken,Sandstone No. 70,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,18,4,0,0,0,1,13
Aiken,Midland Valley No. 71,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,16,5,0,0,0,3,8
Aiken,Levels No. 72,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,2,0,0,0,0,8
Aiken,Fox Creek No. 73,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,6,0,0,0,2,12
Aiken,Belvedere No. 74,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,6,0,0,0,0,1,5
Aiken,South Aiken No. 75,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,17,4,0,0,0,4,9
Aiken,South Aiken No. 76,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,22,5,0,0,0,3,14
Aiken,Gem Lakes No. 77,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,3,0,0,0,2,6
Aiken,Montmorenci No. 78,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,10,1,0,0,0,1,8
Aiken,Sandstone No. 79,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,2,1,0,0,0,0,1
Aiken,N. Augusta No. 80,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,11,1,0,0,0,1,9
Aiken,Hammond No. 81,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,1,0,0,0,1,5
Aiken,Windsor No. 82,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,7,3,0,0,0,1,3
Aiken,Levels No. 83,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,20,8,0,0,0,1,11
Aiken,Ascauga Lake No. 84,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,12,2,0,0,0,1,9
Aiken,Failsafe,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,1,0,0,0,1,0,0
Aiken,Provisional,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,1,0,0,1,0,0,0
Aiken,Failsafe Provisional,President,,Jo Jorgensen | Jeremy Spike Cohen,LIB,1,0,1,0,0,0,0
Aiken,Aiken No. 1,President,,Joseph R Biden | Kamala D Harris,DEM,370,171,0,0,0,103,96
Aiken,Aiken No. 2,President,,Joseph R Biden | Kamala D Harris,DEM,588,253,0,0,0,98,237
Aiken,Aiken No. 3,President,,Joseph R Biden | Kamala D Harris,DEM,842,390,0,0,0,88,364
Aiken,Aiken No. 4,President,,Joseph R Biden | Kamala D Harris,DEM,366,127,0,0,0,48,191
Aiken,Aiken No. 5,President,,Joseph R Biden | Kamala D Harris,DEM,549,259,0,0,0,119,171
Aiken,Aiken No. 6,President,,Joseph R Biden | Kamala D Harris,DEM,405,178,0,0,0,165,62
Aiken,Bath,President,,Joseph R Biden | Kamala D Harris,DEM,239,96,0,0,0,40,103
Aiken,Beech Island,President,,Joseph R Biden | Kamala D Harris,DEM,595,243,0,0,0,71,281
Aiken,Belvedere No. 9,President,,Joseph R Biden | Kamala D Harris,DEM,490,220,0,0,0,53,217
Aiken,Carolina Heights,President,,Joseph R Biden | Kamala D Harris,DEM,476,194,0,0,0,70,212
Aiken,China Springs,President,,Joseph R Biden | Kamala D Harris,DEM,668,287,0,0,0,107,274
Aiken,Clearwater,President,,Joseph R Biden | Kamala D Harris,DEM,209,85,0,0,0,23,101
Aiken,College Acres,President,,Joseph R Biden | Kamala D Harris,DEM,434,166,0,0,0,104,164
Aiken,Eureka,President,,Joseph R Biden | Kamala D Harris,DEM,330,126,0,0,0,54,150
Aiken,Gloverville,President,,Joseph R Biden | Kamala D Harris,DEM,165,62,0,0,0,24,79
Aiken,Graniteville,President,,Joseph R Biden | Kamala D Harris,DEM,263,89,0,0,0,30,144
Aiken,Jackson,President,,Joseph R Biden | Kamala D Harris,DEM,250,103,0,0,0,37,110
Aiken,Langley,President,,Joseph R Biden | Kamala D Harris,DEM,190,56,0,0,0,32,102
Aiken,Lynwood,President,,Joseph R Biden | Kamala D Harris,DEM,128,42,0,0,0,18,68
Aiken,Millbrook,President,,Joseph R Biden | Kamala D Harris,DEM,541,246,0,0,0,147,148
Aiken,Monetta,President,,Joseph R Biden | Kamala D Harris,DEM,321,149,0,0,0,25,147
Aiken,Montmorenci No. 22,President,,Joseph R Biden | Kamala D Harris,DEM,532,241,0,0,0,109,182
Aiken,New Ellenton,President,,Joseph R Biden | Kamala D Harris,DEM,546,163,0,0,0,73,310
Aiken,New Holland,President,,Joseph R Biden | Kamala D Harris,DEM,138,40,0,0,0,31,67
Aiken,N. Augusta No. 25,President,,Joseph R Biden | Kamala D Harris,DEM,425,228,0,0,0,64,133
Aiken,N. Augusta No. 26,President,,Joseph R Biden | Kamala D Harris,DEM,349,147,0,0,0,72,130
Aiken,N. Augusta No. 27,President,,Joseph R Biden | Kamala D Harris,DEM,233,96,0,0,0,47,90
Aiken,N. Augusta No. 28,President,,Joseph R Biden | Kamala D Harris,DEM,257,91,0,0,0,51,115
Aiken,N. Augusta No. 29,President,,Joseph R Biden | Kamala D Harris,DEM,463,220,0,0,0,81,162
Aiken,Oak Grove,President,,Joseph R Biden | Kamala D Harris,DEM,175,53,0,0,0,35,87
Aiken,Perry,President,,Joseph R Biden | Kamala D Harris,DEM,182,53,0,0,0,25,104
Aiken,Salley,President,,Joseph R Biden | Kamala D Harris,DEM,260,50,0,0,0,21,189
Aiken,Shaws Fork,President,,Joseph R Biden | Kamala D Harris,DEM,165,49,0,0,0,33,83
Aiken,Shiloh,President,,Joseph R Biden | Kamala D Harris,DEM,428,208,0,0,0,70,150
Aiken,Six Points No. 35,President,,Joseph R Biden | Kamala D Harris,DEM,477,208,0,0,0,127,142
Aiken,Tabernacle,President,,Joseph R Biden | Kamala D Harris,DEM,242,73,0,0,0,28,141
Aiken,Talatha,President,,Joseph R Biden | Kamala D Harris,DEM,539,221,0,0,0,93,225
Aiken,Vaucluse,President,,Joseph R Biden | Kamala D Harris,DEM,606,279,0,0,0,115,212
Aiken,Wagener,President,,Joseph R Biden | Kamala D Harris,DEM,580,326,0,0,0,72,182
Aiken,Ward,President,,Joseph R Biden | Kamala D Harris,DEM,417,168,0,0,0,68,181
Aiken,Warrenville,President,,Joseph R Biden | Kamala D Harris,DEM,355,163,0,0,0,54,138
Aiken,White Pond,President,,Joseph R Biden | Kamala D Harris,DEM,272,66,0,0,0,37,169
Aiken,Windsor No. 43,President,,Joseph R Biden | Kamala D Harris,DEM,279,116,0,0,0,47,116
Aiken,Belvedere No. 44,President,,Joseph R Biden | Kamala D Harris,DEM,384,155,0,0,0,54,175
Aiken,Misty Lakes,President,,Joseph R Biden | Kamala D Harris,DEM,579,240,0,0,0,92,247
Aiken,Six Points No. 46,President,,Joseph R Biden | Kamala D Harris,DEM,713,366,0,0,0,98,249
Aiken,Aiken No. 47,President,,Joseph R Biden | Kamala D Harris,DEM,351,176,0,0,0,89,86
Aiken,Hammond No. 48,President,,Joseph R Biden | Kamala D Harris,DEM,372,181,0,0,0,88,103
Aiken,Willow Springs,President,,Joseph R Biden | Kamala D Harris,DEM,206,85,0,0,0,24,97
Aiken,Breezy Hill,President,,Joseph R Biden | Kamala D Harris,DEM,830,488,0,0,0,96,246
Aiken,Midland Valley No. 51,President,,Joseph R Biden | Kamala D Harris,DEM,616,317,0,0,0,98,201
Aiken,Levels No. 52,President,,Joseph R Biden | Kamala D Harris,DEM,431,201,0,0,0,104,126
Aiken,Hollow Creek,President,,Joseph R Biden | Kamala D Harris,DEM,345,136,0,0,0,148,61
Aiken,N. Augusta No. 54,President,,Joseph R Biden | Kamala D Harris,DEM,406,152,0,0,0,71,183
Aiken,N. Augusta No. 55,President,,Joseph R Biden | Kamala D Harris,DEM,236,87,0,0,0,38,111
Aiken,Couchton,President,,Joseph R Biden | Kamala D Harris,DEM,367,165,0,0,0,56,146
Aiken,Redds Branch,President,,Joseph R Biden | Kamala D Harris,DEM,282,112,0,0,0,39,131
Aiken,Fox Creek No. 58,President,,Joseph R Biden | Kamala D Harris,DEM,310,139,0,0,0,71,100
Aiken,Pine Forest,President,,Joseph R Biden | Kamala D Harris,DEM,326,117,0,0,0,81,128
Aiken,Gem Lakes No. 60,President,,Joseph R Biden | Kamala D Harris,DEM,291,121,0,0,0,79,91
Aiken,Silver Bluff,President,,Joseph R Biden | Kamala D Harris,DEM,737,326,0,0,0,124,287
Aiken,Belvedere No. 62,President,,Joseph R Biden | Kamala D Harris,DEM,475,208,0,0,0,89,178
Aiken,Ascauga Lake No. 63,President,,Joseph R Biden | Kamala D Harris,DEM,236,121,0,0,0,32,83
Aiken,Cedar Creek No. 64,President,,Joseph R Biden | Kamala D Harris,DEM,440,189,0,0,0,180,71
Aiken,Sleepy Hollow No. 65,President,,Joseph R Biden | Kamala D Harris,DEM,421,181,0,0,0,120,120
Aiken,Hitchcock No. 66,President,,Joseph R Biden | Kamala D Harris,DEM,315,123,0,0,0,73,119
Aiken,N. Augusta No. 67,President,,Joseph R Biden | Kamala D Harris,DEM,275,135,0,0,0,71,69
Aiken,N. Augusta No. 68,President,,Joseph R Biden | Kamala D Harris,DEM,564,265,0,0,0,124,175
Aiken,Anderson Pond No. 69,President,,Joseph R Biden | Kamala D Harris,DEM,567,236,0,0,0,284,47
Aiken,Sandstone No. 70,President,,Joseph R Biden | Kamala D Harris,DEM,371,133,0,0,0,88,150
Aiken,Midland Valley No. 71,President,,Joseph R Biden | Kamala D Harris,DEM,441,249,0,0,0,62,130
Aiken,Levels No. 72,President,,Joseph R Biden | Kamala D Harris,DEM,310,157,0,0,0,46,107
Aiken,Fox Creek No. 73,President,,Joseph R Biden | Kamala D Harris,DEM,267,123,0,0,0,63,81
Aiken,Belvedere No. 74,President,,Joseph R Biden | Kamala D Harris,DEM,158,57,0,0,0,18,83
Aiken,South Aiken No. 75,President,,Joseph R Biden | Kamala D Harris,DEM,505,226,0,0,0,113,166
Aiken,South Aiken No. 76,President,,Joseph R Biden | Kamala D Harris,DEM,624,235,0,0,0,232,157
Aiken,Gem Lakes No. 77,President,,Joseph R Biden | Kamala D Harris,DEM,407,173,0,0,0,151,83
Aiken,Montmorenci No. 78,President,,Joseph R Biden | Kamala D Harris,DEM,269,113,0,0,0,56,100
Aiken,Sandstone No. 79,President,,Joseph R Biden | Kamala D Harris,DEM,282,131,0,0,0,81,70
Aiken,N. Augusta No. 80,President,,Joseph R Biden | Kamala D Harris,DEM,187,81,0,0,0,45,61
Aiken,Hammond No. 81,President,,Joseph R Biden | Kamala D Harris,DEM,252,102,0,0,0,48,102
Aiken,Windsor No. 82,President,,Joseph R Biden | Kamala D Harris,DEM,217,90,0,0,0,36,91
Aiken,Levels No. 83,President,,Joseph R Biden | Kamala D Harris,DEM,241,108,0,0,0,52,81
Aiken,Ascauga Lake No. 84,President,,Joseph R Biden | Kamala D Harris,DEM,288,152,0,0,0,69,67
Aiken,Failsafe,President,,Joseph R Biden | Kamala D Harris,DEM,28,0,0,0,28,0,0
Aiken,Provisional,President,,Joseph R Biden | Kamala D Harris,DEM,6,0,0,6,0,0,0
Aiken,Failsafe Provisional,President,,Joseph R Biden | Kamala D Harris,DEM,8,0,8,0,0,0,0
Aiken,Aiken No. 1,U.S. Senate,,Bill Bledsoe,CON,7,1,0,0,0,4,2
Aiken,Aiken No. 2,U.S. Senate,,Bill Bledsoe,CON,5,2,0,0,0,0,3
Aiken,Aiken No. 3,U.S. Senate,,Bill Bledsoe,CON,12,4,0,0,0,1,7
Aiken,Aiken No. 4,U.S. Senate,,Bill Bledsoe,CON,4,1,0,0,0,1,2
Aiken,Aiken No. 5,U.S. Senate,,Bill Bledsoe,CON,6,1,0,0,0,0,5
Aiken,Aiken No. 6,U.S. Senate,,Bill Bledsoe,CON,11,2,0,0,0,2,7
Aiken,Bath,U.S. Senate,,Bill Bledsoe,CON,13,1,0,0,0,0,12
Aiken,Beech Island,U.S. Senate,,Bill Bledsoe,CON,16,1,0,0,0,0,15
Aiken,Belvedere No. 9,U.S. Senate,,Bill Bledsoe,CON,20,4,0,0,0,1,15
Aiken,Carolina Heights,U.S. Senate,,Bill Bledsoe,CON,9,3,0,0,0,1,5
Aiken,China Springs,U.S. Senate,,Bill Bledsoe,CON,17,1,0,0,0,1,15
Aiken,Clearwater,U.S. Senate,,Bill Bledsoe,CON,3,0,0,0,0,0,3
Aiken,College Acres,U.S. Senate,,Bill Bledsoe,CON,14,2,0,0,0,1,11
Aiken,Eureka,U.S. Senate,,Bill Bledsoe,CON,17,3,0,0,0,0,14
Aiken,Gloverville,U.S. Senate,,Bill Bledsoe,CON,15,3,0,0,0,1,11
Aiken,Graniteville,U.S. Senate,,Bill Bledsoe,CON,10,3,0,0,0,1,6
Aiken,Jackson,U.S. Senate,,Bill Bledsoe,CON,20,8,0,0,0,1,11
Aiken,Langley,U.S. Senate,,Bill Bledsoe,CON,19,1,0,0,0,0,18
Aiken,Lynwood,U.S. Senate,,Bill Bledsoe,CON,14,1,0,0,0,0,13
Aiken,Millbrook,U.S. Senate,,Bill Bledsoe,CON,23,6,0,0,0,3,14
Aiken,Monetta,U.S. Senate,,Bill Bledsoe,CON,16,1,0,0,0,1,14
Aiken,Montmorenci No. 22,U.S. Senate,,Bill Bledsoe,CON,20,7,0,0,0,1,12
Aiken,New Ellenton,U.S. Senate,,Bill Bledsoe,CON,26,3,0,0,0,3,20
Aiken,New Holland,U.S. Senate,,Bill Bledsoe,CON,9,1,0,0,0,0,8
Aiken,N. Augusta No. 25,U.S. Senate,,Bill Bledsoe,CON,10,4,0,0,0,2,4
Aiken,N. Augusta No. 26,U.S. Senate,,Bill Bledsoe,CON,19,4,0,0,0,1,14
Aiken,N. Augusta No. 27,U.S. Senate,,Bill Bledsoe,CON,22,6,0,0,0,2,14
Aiken,N. Augusta No. 28,U.S. Senate,,Bill Bledsoe,CON,10,3,0,0,0,1,6
Aiken,N. Augusta No. 29,U.S. Senate,,Bill Bledsoe,CON,16,2,0,0,0,2,12
Aiken,Oak Grove,U.S. Senate,,Bill Bledsoe,CON,20,0,0,0,0,2,18
Aiken,Perry,U.S. Senate,,Bill Bledsoe,CON,19,2,0,0,0,1,16
Aiken,Salley,U.S. Senate,,Bill Bledsoe,CON,4,0,0,0,0,1,3
Aiken,Shaws Fork,U.S. Senate,,Bill Bledsoe,CON,10,0,0,0,0,0,10
Aiken,Shiloh,U.S. Senate,,Bill Bledsoe,CON,18,4,0,0,0,0,14
Aiken,Six Points No. 35,U.S. Senate,,Bill Bledsoe,CON,14,5,0,0,0,3,6
Aiken,Tabernacle,U.S. Senate,,Bill Bledsoe,CON,5,2,0,0,0,0,3
Aiken,Talatha,U.S. Senate,,Bill Bledsoe,CON,18,1,0,0,0,3,14
Aiken,Vaucluse,U.S. Senate,,Bill Bledsoe,CON,22,6,0,0,0,3,13
Aiken,Wagener,U.S. Senate,,Bill Bledsoe,CON,29,13,0,0,0,4,12
Aiken,Ward,U.S. Senate,,Bill Bledsoe,CON,23,7,0,0,0,0,16
Aiken,Warrenville,U.S. Senate,,Bill Bledsoe,CON,30,7,0,0,0,1,22
Aiken,White Pond,U.S. Senate,,Bill Bledsoe,CON,8,0,0,0,0,1,7
Aiken,Windsor No. 43,U.S. Senate,,Bill Bledsoe,CON,12,2,0,0,0,1,9
Aiken,Belvedere No. 44,U.S. Senate,,Bill Bledsoe,CON,30,2,0,0,0,2,26
Aiken,Misty Lakes,U.S. Senate,,Bill Bledsoe,CON,14,1,0,0,0,2,11
Aiken,Six Points No. 46,U.S. Senate,,Bill Bledsoe,CON,5,0,0,0,0,0,5
Aiken,Aiken No. 47,U.S. Senate,,Bill Bledsoe,CON,14,2,0,0,0,3,9
Aiken,Hammond No. 48,U.S. Senate,,Bill Bledsoe,CON,12,4,0,0,0,0,8
Aiken,Willow Springs,U.S. Senate,,Bill Bledsoe,CON,14,6,0,0,0,0,8
Aiken,Breezy Hill,U.S. Senate,,Bill Bledsoe,CON,24,12,0,0,0,4,8
Aiken,Midland Valley No. 51,U.S. Senate,,Bill Bledsoe,CON,24,4,0,0,0,5,15
Aiken,Levels No. 52,U.S. Senate,,Bill Bledsoe,CON,15,2,0,0,0,3,10
Aiken,Hollow Creek,U.S. Senate,,Bill Bledsoe,CON,7,1,0,0,0,3,3
Aiken,N. Augusta No. 54,U.S. Senate,,Bill Bledsoe,CON,11,1,0,0,0,0,10
Aiken,N. Augusta No. 55,U.S. Senate,,Bill Bledsoe,CON,9,2,0,0,0,2,5
Aiken,Couchton,U.S. Senate,,Bill Bledsoe,CON,29,5,0,0,0,3,21
Aiken,Redds Branch,U.S. Senate,,Bill Bledsoe,CON,15,6,0,0,0,0,9
Aiken,Fox Creek No. 58,U.S. Senate,,Bill Bledsoe,CON,11,0,0,0,0,3,8
Aiken,Pine Forest,U.S. Senate,,Bill Bledsoe,CON,20,3,0,0,0,2,15
Aiken,Gem Lakes No. 60,U.S. Senate,,Bill Bledsoe,CON,21,9,0,0,0,2,10
Aiken,Silver Bluff,U.S. Senate,,Bill Bledsoe,CON,22,7,0,0,0,2,13
Aiken,Belvedere No. 62,U.S. Senate,,Bill Bledsoe,CON,15,3,0,0,0,0,12
Aiken,Ascauga Lake No. 63,U.S. Senate,,Bill Bledsoe,CON,11,5,0,0,0,0,6
Aiken,Cedar Creek No. 64,U.S. Senate,,Bill Bledsoe,CON,16,2,0,0,0,5,9
Aiken,Sleepy Hollow No. 65,U.S. Senate,,Bill Bledsoe,CON,19,4,0,0,0,1,14
Aiken,Hitchcock No. 66,U.S. Senate,,Bill Bledsoe,CON,9,3,0,0,0,2,4
Aiken,N. Augusta No. 67,U.S. Senate,,Bill Bledsoe,CON,11,4,0,0,0,0,7
Aiken,N. Augusta No. 68,U.S. Senate,,Bill Bledsoe,CON,29,9,0,0,0,1,19
Aiken,Anderson Pond No. 69,U.S. Senate,,Bill Bledsoe,CON,12,4,0,0,0,2,6
Aiken,Sandstone No. 70,U.S. Senate,,Bill Bledsoe,CON,27,8,0,0,0,0,19
Aiken,Midland Valley No. 71,U.S. Senate,,Bill Bledsoe,CON,18,8,0,0,0,1,9
Aiken,Levels No. 72,U.S. Senate,,Bill Bledsoe,CON,12,3,0,0,0,0,9
Aiken,Fox Creek No. 73,U.S. Senate,,Bill Bledsoe,CON,11,1,0,0,0,2,8
Aiken,Belvedere No. 74,U.S. Senate,,Bill Bledsoe,CON,9,0,0,0,0,2,7
Aiken,South Aiken No. 75,U.S. Senate,,Bill Bledsoe,CON,23,2,0,0,0,3,18
Aiken,South Aiken No. 76,U.S. Senate,,Bill Bledsoe,CON,17,6,0,0,0,2,9
Aiken,Gem Lakes No. 77,U.S. Senate,,Bill Bledsoe,CON,8,1,0,0,0,2,5
Aiken,Montmorenci No. 78,U.S. Senate,,Bill Bledsoe,CON,13,2,0,0,0,1,10
Aiken,Sandstone No. 79,U.S. Senate,,Bill Bledsoe,CON,2,2,0,0,0,0,0
Aiken,N. Augusta No. 80,U.S. Senate,,Bill Bledsoe,CON,11,1,0,0,0,1,9
Aiken,Hammond No. 81,U.S. Senate,,Bill Bledsoe,CON,15,4,0,0,0,2,9
Aiken,Windsor No. 82,U.S. Senate,,Bill Bledsoe,CON,13,0,0,0,0,0,13
Aiken,Levels No. 83,U.S. Senate,,Bill Bledsoe,CON,8,3,0,0,0,1,4
Aiken,Ascauga Lake No. 84,U.S. Senate,,Bill Bledsoe,CON,9,2,0,0,0,0,7
Aiken,Failsafe,U.S. Senate,,Bill Bledsoe,CON,2,0,0,0,2,0,0
