county,precinct,office,district,party,candidate,votes,provisional,failsafe,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,St. Andrews 15,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,4,0,0,0,0,1,3
Charleston,St. Andrews 16,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,2,6
Charleston,St. Andrews 17,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,15,0,0,0,0,5,10
Charleston,St. Andrews 18,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,13,0,0,0,0,5,8
Charleston,ST. ANDREWS 19,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,0,0,0,1,1
Charleston,St. Andrews 20,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,9,0,0,0,0,2,7
Charleston,St. Andrews 21,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,6,0,0,0,0,2,4
Charleston,St. Andrews 22,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,7,0,0,0,0,0,7
Charleston,St. Andrews 23,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,9,0,0,0,0,2,7
Charleston,St. Andrews 24,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,4,0,0,0,0,0,4
Charleston,St. Andrews 25,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,9,0,0,0,0,1,8
Charleston,St. Andrews 26,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,9,0,0,0,0,2,7
Charleston,St. Andrews 27,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,21,0,0,0,0,7,14
Charleston,St. Andrews 28,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,17,0,0,0,0,5,12
Charleston,St. Andrews 29,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,19,0,0,1,0,9,9
Charleston,St. Andrews 30,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,11,0,0,0,0,5,6
Charleston,St. Andrews 31,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,1,0,1,6
Charleston,St. Andrews 32,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,1,7
Charleston,St. Andrews 33,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,5,0,0,0,0,2,3
Charleston,St. Andrews 34,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,13,0,0,0,0,2,11
Charleston,St. Andrews 35,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,14,0,0,0,0,4,10
Charleston,St. Andrews 36,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,10,0,0,0,0,3,7
Charleston,St. Andrews 37,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,27,0,0,0,0,9,18
Charleston,North Charleston 1,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,5,0,0,0,0,2,3
Charleston,North Charleston 2,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,0,0,0,0,0,0,0
Charleston,North Charleston 3,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,1,7
Charleston,North Charleston 4,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,4,0,0,0,0,1,3
Charleston,North Charleston 5,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,6,0,0,1,0,2,3
Charleston,North Charleston 6,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,0,0,0,0,2
Charleston,North Charleston 7,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,0,0,0,1,1
Charleston,North Charleston 8,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,12,0,0,0,0,1,11
Charleston,North Charleston 9,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,2,6
Charleston,North Charleston 10,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,1,0,0,0,0,0,1
Charleston,North Charleston 11,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,4,0,0,0,0,0,4
Charleston,North Charleston 12,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,13,0,0,0,0,5,8
Charleston,North Charleston 13,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,3,0,0,0,0,2,1
Charleston,North Charleston 14,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,0,0,0,2,0
Charleston,North Charleston 15,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,2,6
Charleston,North Charleston 16,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,2,6
Charleston,North Charleston 17,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,0,0,0,0,2
Charleston,North Charleston 18,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,3,5
Charleston,North Charleston 19,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,4,0,0,0,0,2,2
Charleston,North Charleston 20,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,5,0,0,0,0,3,2
Charleston,North Charleston 21,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,2,6
Charleston,North Charleston 22,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,5,0,0,0,0,2,3
Charleston,North Charleston 23,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,14,0,0,0,0,0,14
Charleston,North Charleston 24,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,16,0,0,0,0,3,13
Charleston,North Charleston 25,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,0,0,0,0,0,0,0
Charleston,North Charleston 26,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,1,0,0,0,0,0,1
Charleston,North Charleston 27,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,8,0,0,0,0,2,6
Charleston,North Charleston 28,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,3,0,0,0,0,0,3
Charleston,North Charleston 29,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,0,0,0,0,2
Charleston,North Charleston 30,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,5,0,0,0,0,1,4
Charleston,Failsafe,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,2,0,2,0,0,0,0
Charleston,Provisional,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,3,3,0,0,0,0,0
Charleston,Failsafe Provisional,Governor and Lieutenant Governor,,LIB,LIB Bruce Reeves/Jessica Ethridge,5,0,0,0,5,0,0
Charleston,Awendaw,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,416,0,0,119,0,76,221
Charleston,Christ Church,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,259,0,0,67,0,51,141
Charleston,Isle Of Palms 1A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,271,0,0,11,0,67,193
Charleston,Isle of Palms 1B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,364,0,0,12,0,95,257
Charleston,Isle of Palms 1C,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,437,0,0,32,0,155,250
Charleston,Sullivans Island,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,623,0,0,40,0,135,448
Charleston,McClellanville,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,605,0,0,63,0,101,441
Charleston,Deer Park 1A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,283,0,0,6,0,97,180
Charleston,Deer Park 1B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,605,0,0,62,0,214,329
Charleston,Deer Park 2A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,537,0,0,19,0,192,326
Charleston,Deer Park 2B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,418,0,0,9,0,160,249
Charleston,Deer Park 2C,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,277,0,0,19,0,93,165
Charleston,Deer Park 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,555,0,0,8,0,209,338
Charleston,Lincolnville,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,470,0,0,26,0,111,333
Charleston,Ladson,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,713,0,0,51,0,272,390
Charleston,Edisto Island,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,533,0,0,98,0,187,248
Charleston,Wadmalaw Island 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,378,0,0,20,0,213,145
Charleston,Wadmalaw Island 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,446,0,0,27,0,234,185
Charleston,Kiawah Island,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,603,0,0,51,0,257,295
Charleston,Town of Seabrook,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,749,0,0,49,0,252,448
Charleston,Folly Beach 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,325,0,0,14,0,85,226
Charleston,Folly Beach 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,426,0,0,34,0,143,249
Charleston,Charleston 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,209,0,0,18,0,91,100
Charleston,Charleston 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,247,0,0,11,0,92,144
Charleston,Charleston 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,329,0,0,9,0,154,166
Charleston,Charleston 4,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,265,0,0,15,0,84,166
Charleston,Charleston 5,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,262,0,0,8,0,99,155
Charleston,Charleston 6,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,339,0,0,32,0,121,186
Charleston,Charleston 7,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,347,0,0,17,0,186,144
Charleston,Charleston 8,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,383,0,0,9,0,155,219
Charleston,Charleston 9,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,228,0,0,8,0,111,109
Charleston,Charleston 10,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,116,0,0,7,0,42,67
Charleston,Charleston 11,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,376,0,0,8,0,131,237
Charleston,Charleston 12,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,515,0,0,34,0,212,269
Charleston,Charleston 13,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,473,0,0,18,0,192,263
Charleston,Charleston 14,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,319,0,0,15,0,132,172
Charleston,Charleston 15,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,367,0,0,9,0,119,239
Charleston,Charleston 16,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,450,0,0,16,0,181,253
Charleston,Charleston 17,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,516,0,0,19,0,243,254
Charleston,Charleston 18,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,535,0,0,11,0,200,324
Charleston,Charleston 19,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,365,0,0,10,0,153,202
Charleston,Charleston 20,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,564,0,0,26,0,254,284
Charleston,Charleston 21,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,240,0,0,7,0,61,172
Charleston,Mt. Pleasant 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,475,0,0,28,0,134,313
Charleston,Mt. Pleasant 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,284,0,0,15,0,111,158
Charleston,Mt. Pleasant 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,615,0,0,51,0,284,280
Charleston,Mt. Pleasant 4,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,510,0,0,24,0,205,281
Charleston,Mt. Pleasant 5,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,349,0,0,20,0,133,196
Charleston,Mt. Pleasant 6,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,581,0,0,27,0,231,323
Charleston,Mt. Pleasant 7,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,311,0,0,19,0,89,203
Charleston,Mt. Pleasant 8,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,309,0,0,19,0,136,154
Charleston,Mt. Pleasant 9,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,331,0,0,20,0,158,153
Charleston,Mt. Pleasant 10,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,312,0,0,13,0,154,145
Charleston,Mt. Pleasant 11,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,393,0,0,21,0,156,216
Charleston,Mt. Pleasant 12,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,831,0,0,63,0,368,400
Charleston,Mt. Pleasant 13,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,276,0,0,19,0,100,157
Charleston,Mt. Pleasant 14,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,321,0,0,20,0,120,181
Charleston,Mt. Pleasant 15,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,841,0,0,46,0,387,408
Charleston,Mt. Pleasant 16,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,227,0,0,16,0,99,112
Charleston,Mt. Pleasant 17,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,753,0,0,34,0,367,352
Charleston,Mt. Pleasant 18,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,359,0,0,8,0,121,230
Charleston,Mt. Pleasant 19,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,572,0,0,23,0,257,292
Charleston,Mt. Pleasant 20,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,465,0,0,26,0,232,207
Charleston,Mt. Pleasant 21,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,485,0,0,60,0,253,172
Charleston,Mt. Pleasant 22,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,536,0,0,19,0,238,279
Charleston,Mt. Pleasant 23,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,652,0,0,34,0,306,312
Charleston,Mt. Pleasant 24,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,268,0,0,13,0,120,135
Charleston,Mt. Pleasant 25,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,348,0,0,23,0,173,152
Charleston,Mt. Pleasant 26,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,318,0,0,9,0,157,152
Charleston,Mt. Pleasant 27,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,843,0,0,33,0,423,387
Charleston,Mt. Pleasant 28,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,372,0,0,15,0,170,187
Charleston,Mt. Pleasant 29,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,98,0,0,11,0,46,41
Charleston,Mt. Pleasant 30,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,618,0,0,13,0,175,430
Charleston,Mt. Pleasant 31,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,435,0,0,30,0,235,170
Charleston,Mt. Pleasant 32,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,588,0,0,31,0,245,312
Charleston,Mt. Pleasant 33,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1078,0,0,74,0,491,513
Charleston,Mt. Pleasant 34,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,462,0,0,32,0,191,239
Charleston,Mt. Pleasant 35,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1340,0,0,74,0,567,699
Charleston,Mt. Pleasant 36,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,505,0,0,16,0,219,270
Charleston,Mt. Pleasant 37,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1097,0,0,45,0,475,577
Charleston,Mt. Pleasant 38,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,453,0,0,32,0,228,193
Charleston,Mt. Pleasant 39,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1130,0,0,57,0,508,565
Charleston,James Island 1A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,759,0,0,30,0,446,283
Charleston,James Island 1B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,471,0,0,44,0,307,120
Charleston,James Island 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,415,0,0,27,0,179,209
Charleston,James Island 5A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,481,0,0,24,0,283,174
Charleston,James Island 5B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,230,0,0,19,0,118,93
Charleston,James Island 6,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,614,0,0,39,0,311,264
Charleston,James Island 7,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,735,0,0,59,0,404,272
Charleston,James Island 8A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,544,0,0,125,0,284,135
Charleston,James Island 8B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,616,0,0,48,0,311,257
Charleston,James Island 9,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,517,0,0,12,0,281,224
Charleston,James Island 10,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,531,0,0,26,0,287,218
Charleston,James Island 11,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,629,0,0,41,0,293,295
Charleston,James Island 12,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,450,0,0,32,0,257,161
Charleston,James Island 13,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,550,0,0,34,0,314,202
Charleston,James Island 14,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,268,0,0,10,0,119,139
Charleston,James Island 15,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,525,0,0,23,0,223,279
Charleston,James Island 17,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,541,0,0,18,0,254,269
Charleston,James Island 19,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,549,0,0,25,0,236,288
Charleston,James Island 20,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,619,0,0,35,0,292,292
Charleston,James Island 22,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,603,0,0,37,0,290,276
Charleston,Johns Island 1A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,464,0,0,46,0,295,123
Charleston,Johns Island 1B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,703,0,0,60,0,431,212
Charleston,Johns Island 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1719,0,0,78,0,1001,640
Charleston,Johns Island 3A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1528,0,0,69,0,891,568
Charleston,Johns Island 3B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,535,0,0,55,0,288,192
Charleston,Johns Island 4,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,385,0,0,25,0,255,105
Charleston,St. Pauls 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,307,0,0,8,0,148,151
Charleston,St. Pauls 2A,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,249,0,0,16,0,131,102
Charleston,St. Pauls 2B,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,447,0,0,34,0,229,184
Charleston,St. Pauls 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,475,0,0,38,0,293,144
Charleston,St. Pauls 4,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,618,0,0,43,0,370,205
Charleston,St. Pauls 5,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,260,0,0,27,0,118,115
Charleston,St. Pauls 6,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,543,0,0,46,0,308,189
Charleston,St. Andrews 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,257,0,0,20,0,147,90
Charleston,St. Andrews 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,447,0,0,20,0,203,224
Charleston,St. Andrews 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,620,0,0,23,0,290,307
Charleston,St. Andrews 4,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,478,0,0,24,0,207,247
Charleston,St. Andrews 5,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,611,0,0,40,0,284,287
Charleston,St. Andrews 6,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,389,0,0,7,0,155,227
Charleston,St. Andrews 7,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,567,0,0,18,0,243,306
Charleston,St. Andrews 8,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,344,0,0,22,0,186,136
Charleston,St. Andrews 9,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,400,0,0,20,0,178,202
Charleston,St. Andrews 10,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,408,0,0,15,0,185,208
Charleston,St. Andrews 11,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,312,0,0,23,0,158,131
Charleston,St. Andrews 12,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,386,0,0,15,0,199,172
Charleston,St. Andrews 13,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,331,0,0,23,0,124,184
Charleston,St. Andrews 14,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,433,0,0,11,0,181,241
Charleston,St. Andrews 15,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,408,0,0,20,0,202,186
Charleston,St. Andrews 16,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,352,0,0,20,0,165,167
Charleston,St. Andrews 17,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,459,0,0,11,0,233,215
Charleston,St. Andrews 18,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,573,0,0,21,0,258,294
Charleston,ST. ANDREWS 19,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,151,0,0,14,0,74,63
Charleston,St. Andrews 20,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,674,0,0,38,0,309,327
Charleston,St. Andrews 21,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,243,0,0,10,0,102,131
Charleston,St. Andrews 22,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,304,0,0,16,0,147,141
Charleston,St. Andrews 23,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,243,0,0,11,0,127,105
Charleston,St. Andrews 24,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,342,0,0,12,0,154,176
Charleston,St. Andrews 25,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,398,0,0,12,0,212,174
Charleston,St. Andrews 26,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,439,0,0,34,0,246,159
Charleston,St. Andrews 27,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1370,0,0,67,0,730,573
Charleston,St. Andrews 28,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,972,0,0,53,0,492,427
Charleston,St. Andrews 29,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,916,0,0,49,0,438,429
Charleston,St. Andrews 30,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,525,0,0,24,0,282,219
Charleston,St. Andrews 31,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,333,0,0,21,0,174,138
