county,precinct,office,district,party,candidate,votes,provisional,failsafe,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,Mt. Pleasant 38,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 39,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,James Island 1A,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 1B,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 3,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 5A,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,James Island 5B,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 6,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 7,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,James Island 8A,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 8B,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,James Island 9,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 10,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 11,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,James Island 12,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,James Island 13,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 14,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 15,STRAIGHT PARTY 1,,GRN,Green,3,0,0,0,0,1,2
Charleston,James Island 17,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 19,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 20,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,James Island 22,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,2,0
Charleston,Johns Island 1A,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,Johns Island 1B,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,Johns Island 2,STRAIGHT PARTY 1,,GRN,Green,3,0,0,0,0,1,2
Charleston,Johns Island 3A,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,Johns Island 3B,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Charleston,Johns Island 4,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,2,0
Charleston,St. Pauls 1,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Charleston,St. Pauls 2A,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Pauls 2B,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Charleston,St. Pauls 3,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,St. Pauls 4,STRAIGHT PARTY 1,,GRN,Green,3,0,0,0,0,3,0
Charleston,St. Pauls 5,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,2,0
Charleston,St. Pauls 6,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Charleston,St. Andrews 1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 3,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,St. Andrews 4,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 5,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 6,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,St. Andrews 7,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Charleston,St. Andrews 8,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 9,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 10,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 11,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 12,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 13,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 14,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 15,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 16,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 17,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 18,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,ST. ANDREWS 19,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 20,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Charleston,St. Andrews 21,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,2,0
Charleston,St. Andrews 22,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Charleston,St. Andrews 23,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 24,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 25,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,St. Andrews 26,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 27,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Charleston,St. Andrews 28,STRAIGHT PARTY 1,,GRN,Green,4,0,0,0,0,0,4
Charleston,St. Andrews 29,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 30,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 31,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 32,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 33,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,St. Andrews 34,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,St. Andrews 35,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Charleston,St. Andrews 36,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,St. Andrews 37,STRAIGHT PARTY 1,,GRN,Green,4,0,0,0,0,3,1
Charleston,North Charleston 1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 3,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 4,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,North Charleston 5,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 6,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,North Charleston 7,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 8,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,North Charleston 9,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Charleston,North Charleston 10,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 11,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 12,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 13,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,North Charleston 14,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,North Charleston 15,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Charleston,North Charleston 16,STRAIGHT PARTY 1,,GRN,Green,4,0,0,0,0,1,3
Charleston,North Charleston 17,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 18,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 19,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 20,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 21,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 22,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 23,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,2,0
Charleston,North Charleston 24,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 25,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 26,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 27,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 28,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Charleston,North Charleston 29,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Charleston,North Charleston 30,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Charleston,Failsafe,STRAIGHT PARTY 1,,GRN,Green,1,0,1,0,0,0,0
Charleston,Provisional,STRAIGHT PARTY 1,,GRN,Green,2,2,0,0,0,0,0
Charleston,Failsafe Provisional,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,1,0,0
Charleston,Awendaw,STRAIGHT PARTY 1,,REP,Republican,276,0,0,7,0,68,201
Charleston,Christ Church,STRAIGHT PARTY 1,,REP,Republican,218,0,0,4,0,69,145
Charleston,Isle Of Palms 1A,STRAIGHT PARTY 1,,REP,Republican,219,0,0,8,0,37,174
Charleston,Isle of Palms 1B,STRAIGHT PARTY 1,,REP,Republican,253,0,0,2,0,49,202
Charleston,Isle of Palms 1C,STRAIGHT PARTY 1,,REP,Republican,401,0,0,29,0,129,243
Charleston,Sullivans Island,STRAIGHT PARTY 1,,REP,Republican,275,0,0,12,0,72,191
Charleston,McClellanville,STRAIGHT PARTY 1,,REP,Republican,232,0,0,9,0,50,173
Charleston,Deer Park 1A,STRAIGHT PARTY 1,,REP,Republican,90,0,0,0,0,27,63
Charleston,Deer Park 1B,STRAIGHT PARTY 1,,REP,Republican,288,0,0,29,0,111,148
Charleston,Deer Park 2A,STRAIGHT PARTY 1,,REP,Republican,242,0,0,16,0,84,142
Charleston,Deer Park 2B,STRAIGHT PARTY 1,,REP,Republican,124,0,0,3,0,36,85
Charleston,Deer Park 2C,STRAIGHT PARTY 1,,REP,Republican,123,0,0,8,0,34,81
Charleston,Deer Park 3,STRAIGHT PARTY 1,,REP,Republican,133,0,0,2,0,37,94
Charleston,Lincolnville,STRAIGHT PARTY 1,,REP,Republican,228,0,0,12,0,54,162
Charleston,Ladson,STRAIGHT PARTY 1,,REP,Republican,282,0,0,22,0,81,179
Charleston,Edisto Island,STRAIGHT PARTY 1,,REP,Republican,325,0,0,18,0,93,214
Charleston,Wadmalaw Island 1,STRAIGHT PARTY 1,,REP,Republican,163,0,0,6,0,82,75
Charleston,Wadmalaw Island 2,STRAIGHT PARTY 1,,REP,Republican,137,0,0,7,0,63,67
Charleston,Kiawah Island,STRAIGHT PARTY 1,,REP,Republican,426,0,0,23,0,149,254
Charleston,Town of Seabrook,STRAIGHT PARTY 1,,REP,Republican,467,0,0,28,0,118,321
Charleston,Folly Beach 1,STRAIGHT PARTY 1,,REP,Republican,168,0,0,5,0,45,118
Charleston,Folly Beach 2,STRAIGHT PARTY 1,,REP,Republican,180,0,0,5,0,58,117
Charleston,Charleston 1,STRAIGHT PARTY 1,,REP,Republican,132,0,0,3,0,37,92
Charleston,Charleston 2,STRAIGHT PARTY 1,,REP,Republican,156,0,0,10,0,68,78
Charleston,Charleston 3,STRAIGHT PARTY 1,,REP,Republican,127,0,0,8,0,40,79
Charleston,Charleston 4,STRAIGHT PARTY 1,,REP,Republican,106,0,0,2,0,21,83
Charleston,Charleston 5,STRAIGHT PARTY 1,,REP,Republican,97,0,0,7,0,33,57
Charleston,Charleston 6,STRAIGHT PARTY 1,,REP,Republican,106,0,0,7,0,36,63
Charleston,Charleston 7,STRAIGHT PARTY 1,,REP,Republican,107,0,0,4,0,62,41
Charleston,Charleston 8,STRAIGHT PARTY 1,,REP,Republican,21,0,0,0,0,6,15
Charleston,Charleston 9,STRAIGHT PARTY 1,,REP,Republican,34,0,0,2,0,7,25
Charleston,Charleston 10,STRAIGHT PARTY 1,,REP,Republican,13,0,0,0,0,1,12
Charleston,Charleston 11,STRAIGHT PARTY 1,,REP,Republican,61,0,0,2,0,25,34
Charleston,Charleston 12,STRAIGHT PARTY 1,,REP,Republican,79,0,0,4,0,19,56
Charleston,Charleston 13,STRAIGHT PARTY 1,,REP,Republican,32,0,0,0,0,12,20
Charleston,Charleston 14,STRAIGHT PARTY 1,,REP,Republican,47,0,0,0,0,4,43
Charleston,Charleston 15,STRAIGHT PARTY 1,,REP,Republican,34,0,0,1,0,12,21
Charleston,Charleston 16,STRAIGHT PARTY 1,,REP,Republican,27,0,0,0,0,6,21
Charleston,Charleston 17,STRAIGHT PARTY 1,,REP,Republican,37,0,0,1,0,9,27
Charleston,Charleston 18,STRAIGHT PARTY 1,,REP,Republican,35,0,0,0,0,9,26
Charleston,Charleston 19,STRAIGHT PARTY 1,,REP,Republican,12,0,0,0,0,3,9
Charleston,Charleston 20,STRAIGHT PARTY 1,,REP,Republican,51,0,0,0,0,17,34
Charleston,Charleston 21,STRAIGHT PARTY 1,,REP,Republican,9,0,0,0,0,2,7
Charleston,Mt. Pleasant 1,STRAIGHT PARTY 1,,REP,Republican,264,0,0,5,0,88,171
Charleston,Mt. Pleasant 2,STRAIGHT PARTY 1,,REP,Republican,158,0,0,4,0,60,94
Charleston,Mt. Pleasant 3,STRAIGHT PARTY 1,,REP,Republican,248,0,0,3,0,115,130
Charleston,Mt. Pleasant 4,STRAIGHT PARTY 1,,REP,Republican,243,0,0,8,0,100,135
Charleston,Mt. Pleasant 5,STRAIGHT PARTY 1,,REP,Republican,204,0,0,9,0,75,120
Charleston,Mt. Pleasant 6,STRAIGHT PARTY 1,,REP,Republican,338,0,0,9,0,140,189
Charleston,Mt. Pleasant 7,STRAIGHT PARTY 1,,REP,Republican,138,0,0,9,0,46,83
Charleston,Mt. Pleasant 8,STRAIGHT PARTY 1,,REP,Republican,154,0,0,3,0,57,94
Charleston,Mt. Pleasant 9,STRAIGHT PARTY 1,,REP,Republican,185,0,0,7,0,81,97
Charleston,Mt. Pleasant 10,STRAIGHT PARTY 1,,REP,Republican,233,0,0,6,0,80,147
Charleston,Mt. Pleasant 11,STRAIGHT PARTY 1,,REP,Republican,258,0,0,7,0,104,147
Charleston,Mt. Pleasant 12,STRAIGHT PARTY 1,,REP,Republican,441,0,0,27,0,205,209
Charleston,Mt. Pleasant 13,STRAIGHT PARTY 1,,REP,Republican,145,0,0,4,0,70,71
Charleston,Mt. Pleasant 14,STRAIGHT PARTY 1,,REP,Republican,170,0,0,8,0,64,98
Charleston,Mt. Pleasant 15,STRAIGHT PARTY 1,,REP,Republican,418,0,0,20,0,166,232
Charleston,Mt. Pleasant 16,STRAIGHT PARTY 1,,REP,Republican,157,0,0,6,0,58,93
Charleston,Mt. Pleasant 17,STRAIGHT PARTY 1,,REP,Republican,471,0,0,8,0,268,195
Charleston,Mt. Pleasant 18,STRAIGHT PARTY 1,,REP,Republican,235,0,0,5,0,82,148
Charleston,Mt. Pleasant 19,STRAIGHT PARTY 1,,REP,Republican,325,0,0,7,0,122,196
Charleston,Mt. Pleasant 20,STRAIGHT PARTY 1,,REP,Republican,240,0,0,14,0,112,114
Charleston,Mt. Pleasant 21,STRAIGHT PARTY 1,,REP,Republican,322,0,0,27,0,175,120
Charleston,Mt. Pleasant 22,STRAIGHT PARTY 1,,REP,Republican,286,0,0,10,0,130,146
Charleston,Mt. Pleasant 23,STRAIGHT PARTY 1,,REP,Republican,306,0,0,9,0,130,167
Charleston,Mt. Pleasant 24,STRAIGHT PARTY 1,,REP,Republican,140,0,0,5,0,64,71
Charleston,Mt. Pleasant 25,STRAIGHT PARTY 1,,REP,Republican,228,0,0,9,0,121,98
Charleston,Mt. Pleasant 26,STRAIGHT PARTY 1,,REP,Republican,3,0,0,0,0,0,3
Charleston,Mt. Pleasant 27,STRAIGHT PARTY 1,,REP,Republican,601,0,0,12,0,280,309
Charleston,Mt. Pleasant 28,STRAIGHT PARTY 1,,REP,Republican,209,0,0,2,0,97,110
Charleston,Mt. Pleasant 29,STRAIGHT PARTY 1,,REP,Republican,65,0,0,3,0,41,21
Charleston,Mt. Pleasant 30,STRAIGHT PARTY 1,,REP,Republican,445,0,0,9,0,109,327
Charleston,Mt. Pleasant 31,STRAIGHT PARTY 1,,REP,Republican,329,0,0,11,0,154,164
Charleston,Mt. Pleasant 32,STRAIGHT PARTY 1,,REP,Republican,626,0,0,23,0,263,340
Charleston,Mt. Pleasant 33,STRAIGHT PARTY 1,,REP,Republican,1081,0,0,37,0,464,580
Charleston,Mt. Pleasant 34,STRAIGHT PARTY 1,,REP,Republican,380,0,0,14,0,150,216
Charleston,Mt. Pleasant 35,STRAIGHT PARTY 1,,REP,Republican,1099,0,0,28,0,435,636
Charleston,Mt. Pleasant 36,STRAIGHT PARTY 1,,REP,Republican,251,0,0,5,0,75,171
Charleston,Mt. Pleasant 37,STRAIGHT PARTY 1,,REP,Republican,640,0,0,17,0,264,359
Charleston,Mt. Pleasant 38,STRAIGHT PARTY 1,,REP,Republican,401,0,0,19,0,178,204
Charleston,Mt. Pleasant 39,STRAIGHT PARTY 1,,REP,Republican,916,0,0,31,0,406,479
Charleston,James Island 1A,STRAIGHT PARTY 1,,REP,Republican,280,0,0,6,0,163,111
Charleston,James Island 1B,STRAIGHT PARTY 1,,REP,Republican,67,0,0,3,0,34,30
Charleston,James Island 3,STRAIGHT PARTY 1,,REP,Republican,28,0,0,3,0,13,12
Charleston,James Island 5A,STRAIGHT PARTY 1,,REP,Republican,278,0,0,22,0,161,95
Charleston,James Island 5B,STRAIGHT PARTY 1,,REP,Republican,166,0,0,6,0,91,69
Charleston,James Island 6,STRAIGHT PARTY 1,,REP,Republican,233,0,0,3,0,113,117
Charleston,James Island 7,STRAIGHT PARTY 1,,REP,Republican,303,0,0,5,0,170,128
Charleston,James Island 8A,STRAIGHT PARTY 1,,REP,Republican,182,0,0,48,0,83,51
Charleston,James Island 8B,STRAIGHT PARTY 1,,REP,Republican,214,0,0,6,0,108,100
Charleston,James Island 9,STRAIGHT PARTY 1,,REP,Republican,188,0,0,7,0,84,97
Charleston,James Island 10,STRAIGHT PARTY 1,,REP,Republican,236,0,0,8,0,123,105
Charleston,James Island 11,STRAIGHT PARTY 1,,REP,Republican,318,0,0,19,0,132,167
Charleston,James Island 12,STRAIGHT PARTY 1,,REP,Republican,250,0,0,8,0,142,100
Charleston,James Island 13,STRAIGHT PARTY 1,,REP,Republican,291,0,0,18,0,161,112
Charleston,James Island 14,STRAIGHT PARTY 1,,REP,Republican,173,0,0,3,0,70,100
Charleston,James Island 15,STRAIGHT PARTY 1,,REP,Republican,176,0,0,7,0,83,86
Charleston,James Island 17,STRAIGHT PARTY 1,,REP,Republican,183,0,0,6,0,70,107
Charleston,James Island 19,STRAIGHT PARTY 1,,REP,Republican,179,0,0,7,0,78,94
Charleston,James Island 20,STRAIGHT PARTY 1,,REP,Republican,153,0,0,10,0,55,88
Charleston,James Island 22,STRAIGHT PARTY 1,,REP,Republican,192,0,0,10,0,108,74
Charleston,Johns Island 1A,STRAIGHT PARTY 1,,REP,Republican,406,0,0,18,0,229,159
Charleston,Johns Island 1B,STRAIGHT PARTY 1,,REP,Republican,306,0,0,8,0,151,147
Charleston,Johns Island 2,STRAIGHT PARTY 1,,REP,Republican,921,0,0,30,0,505,386
Charleston,Johns Island 3A,STRAIGHT PARTY 1,,REP,Republican,856,0,0,21,0,476,359
Charleston,Johns Island 3B,STRAIGHT PARTY 1,,REP,Republican,357,0,0,18,0,202,137
Charleston,Johns Island 4,STRAIGHT PARTY 1,,REP,Republican,170,0,0,7,0,91,72
Charleston,St. Pauls 1,STRAIGHT PARTY 1,,REP,Republican,74,0,0,4,0,34,36
Charleston,St. Pauls 2A,STRAIGHT PARTY 1,,REP,Republican,127,0,0,4,0,61,62
Charleston,St. Pauls 2B,STRAIGHT PARTY 1,,REP,Republican,204,0,0,6,0,90,108
Charleston,St. Pauls 3,STRAIGHT PARTY 1,,REP,Republican,608,0,0,15,0,338,255
Charleston,St. Pauls 4,STRAIGHT PARTY 1,,REP,Republican,129,0,0,6,0,57,66
Charleston,St. Pauls 5,STRAIGHT PARTY 1,,REP,Republican,182,0,0,3,0,87,92
Charleston,St. Pauls 6,STRAIGHT PARTY 1,,REP,Republican,528,0,0,12,0,305,211
Charleston,St. Andrews 1,STRAIGHT PARTY 1,,REP,Republican,46,0,0,3,0,25,18
Charleston,St. Andrews 2,STRAIGHT PARTY 1,,REP,Republican,83,0,0,2,0,29,52
Charleston,St. Andrews 3,STRAIGHT PARTY 1,,REP,Republican,62,0,0,4,0,14,44
Charleston,St. Andrews 4,STRAIGHT PARTY 1,,REP,Republican,200,0,0,3,0,86,111
Charleston,St. Andrews 5,STRAIGHT PARTY 1,,REP,Republican,147,0,0,8,0,71,68
Charleston,St. Andrews 6,STRAIGHT PARTY 1,,REP,Republican,191,0,0,5,0,79,107
Charleston,St. Andrews 7,STRAIGHT PARTY 1,,REP,Republican,257,0,0,13,0,116,128
Charleston,St. Andrews 8,STRAIGHT PARTY 1,,REP,Republican,31,0,0,1,0,10,20
Charleston,St. Andrews 9,STRAIGHT PARTY 1,,REP,Republican,15,0,0,0,0,6,9
Charleston,St. Andrews 10,STRAIGHT PARTY 1,,REP,Republican,112,0,0,0,0,49,63
Charleston,St. Andrews 11,STRAIGHT PARTY 1,,REP,Republican,136,0,0,7,0,75,54
Charleston,St. Andrews 12,STRAIGHT PARTY 1,,REP,Republican,153,0,0,10,0,74,69
Charleston,St. Andrews 13,STRAIGHT PARTY 1,,REP,Republican,140,0,0,7,0,58,75
Charleston,St. Andrews 14,STRAIGHT PARTY 1,,REP,Republican,162,0,0,3,0,62,97
Charleston,St. Andrews 15,STRAIGHT PARTY 1,,REP,Republican,46,0,0,1,0,17,28
Charleston,St. Andrews 16,STRAIGHT PARTY 1,,REP,Republican,131,0,0,0,0,61,70
Charleston,St. Andrews 17,STRAIGHT PARTY 1,,REP,Republican,264,0,0,10,0,138,116
Charleston,St. Andrews 18,STRAIGHT PARTY 1,,REP,Republican,114,0,0,1,0,52,61
Charleston,ST. ANDREWS 19,STRAIGHT PARTY 1,,REP,Republican,6,0,0,1,0,1,4
Charleston,St. Andrews 20,STRAIGHT PARTY 1,,REP,Republican,205,0,0,13,0,102,90
Charleston,St. Andrews 21,STRAIGHT PARTY 1,,REP,Republican,91,0,0,5,0,42,44
Charleston,St. Andrews 22,STRAIGHT PARTY 1,,REP,Republican,198,0,0,10,0,83,105
Charleston,St. Andrews 23,STRAIGHT PARTY 1,,REP,Republican,88,0,0,1,0,38,49
Charleston,St. Andrews 24,STRAIGHT PARTY 1,,REP,Republican,104,0,0,7,0,43,54
Charleston,St. Andrews 25,STRAIGHT PARTY 1,,REP,Republican,112,0,0,6,0,64,42
Charleston,St. Andrews 26,STRAIGHT PARTY 1,,REP,Republican,176,0,0,4,0,99,73
Charleston,St. Andrews 27,STRAIGHT PARTY 1,,REP,Republican,519,0,0,15,0,260,244
Charleston,St. Andrews 28,STRAIGHT PARTY 1,,REP,Republican,446,0,0,8,0,246,192
Charleston,St. Andrews 29,STRAIGHT PARTY 1,,REP,Republican,381,0,0,11,0,195,175
Charleston,St. Andrews 30,STRAIGHT PARTY 1,,REP,Republican,254,0,0,15,0,149,90
Charleston,St. Andrews 31,STRAIGHT PARTY 1,,REP,Republican,178,0,0,5,0,74,99
Charleston,St. Andrews 32,STRAIGHT PARTY 1,,REP,Republican,185,0,0,13,0,71,101
Charleston,St. Andrews 33,STRAIGHT PARTY 1,,REP,Republican,164,0,0,8,0,87,69
Charleston,St. Andrews 34,STRAIGHT PARTY 1,,REP,Republican,388,0,0,16,0,160,212
Charleston,St. Andrews 35,STRAIGHT PARTY 1,,REP,Republican,343,0,0,11,0,160,172
Charleston,St. Andrews 36,STRAIGHT PARTY 1,,REP,Republican,285,0,0,10,0,111,164
Charleston,St. Andrews 37,STRAIGHT PARTY 1,,REP,Republican,721,0,0,13,0,349,359
Charleston,North Charleston 1,STRAIGHT PARTY 1,,REP,Republican,8,0,0,0,0,2,6
Charleston,North Charleston 2,STRAIGHT PARTY 1,,REP,Republican,7,0,0,1,0,5,1
Charleston,North Charleston 3,STRAIGHT PARTY 1,,REP,Republican,187,0,0,3,0,62,122
Charleston,North Charleston 4,STRAIGHT PARTY 1,,REP,Republican,31,0,0,0,0,12,19
Charleston,North Charleston 5,STRAIGHT PARTY 1,,REP,Republican,24,0,0,0,0,8,16
Charleston,North Charleston 6,STRAIGHT PARTY 1,,REP,Republican,9,0,0,0,0,2,7
Charleston,North Charleston 7,STRAIGHT PARTY 1,,REP,Republican,9,0,0,1,0,4,4
Charleston,North Charleston 8,STRAIGHT PARTY 1,,REP,Republican,57,0,0,0,0,22,35
Charleston,North Charleston 9,STRAIGHT PARTY 1,,REP,Republican,106,0,0,10,0,41,55
Charleston,North Charleston 10,STRAIGHT PARTY 1,,REP,Republican,32,0,0,0,0,11,21
Charleston,North Charleston 11,STRAIGHT PARTY 1,,REP,Republican,100,0,0,4,0,42,54
Charleston,North Charleston 12,STRAIGHT PARTY 1,,REP,Republican,79,0,0,5,0,34,40
Charleston,North Charleston 13,STRAIGHT PARTY 1,,REP,Republican,19,0,0,0,0,7,12
Charleston,North Charleston 14,STRAIGHT PARTY 1,,REP,Republican,50,0,0,2,0,20,28
Charleston,North Charleston 15,STRAIGHT PARTY 1,,REP,Republican,30,0,0,1,0,10,19
Charleston,North Charleston 16,STRAIGHT PARTY 1,,REP,Republican,41,0,0,1,0,16,24
Charleston,North Charleston 17,STRAIGHT PARTY 1,,REP,Republican,16,0,0,0,0,5,11
Charleston,North Charleston 18,STRAIGHT PARTY 1,,REP,Republican,80,0,0,5,0,36,39
Charleston,North Charleston 19,STRAIGHT PARTY 1,,REP,Republican,39,0,0,1,0,23,15
Charleston,North Charleston 20,STRAIGHT PARTY 1,,REP,Republican,118,0,0,5,0,51,62
Charleston,North Charleston 21,STRAIGHT PARTY 1,,REP,Republican,99,0,0,5,0,31,63
Charleston,North Charleston 22,STRAIGHT PARTY 1,,REP,Republican,58,0,0,2,0,21,35
Charleston,North Charleston 23,STRAIGHT PARTY 1,,REP,Republican,166,0,0,11,0,59,96
